Source,Target,weight
Jack Nicholson,Jack Mitchell Photographs,48
Kerry Shear,John Jr.,3
Fred Zinnemann,Edward G. Robinson,4
Julia Child,Gloria Steinem,2
Sidney Poitier,Paloma Picasso,4
Jack Nicholson,Elia Kazan,100
Peter Fonda,John Milius,9
Keenan Wynn,Dennis Hopper,9
Truman Capote,Edward Albee,4
You Believe Me When I Said I Love You When You Know I,Billy Eckstein,2
William Tepper,Tom Buchanan,2
Jim Brown,Jerry Buss,2
Peter O'Toole,Gloria Koch,2
Duke Ellington,' One Flew Over,4
Stanley Kubrick,Jerry Maguire,4
William Baziotes,Mark Rothko,2
Mindin ' My Business,Cole Porter,2
Harry Fischer,David Somerset,2
Ralph Freed,Hillary Kaye,2
Mel Gibson,Marsha Mason,2
Polly Bergen,Abbie Greshler,2
Ralph Freed,Francis Ford Coppola,6
Sidney Poitier,Sidney Lumet,5
William Randolph Hearst,Herman J. Mankiewicz,2
Ted Koppel,Jim Nabors,2
Burt Lancaster,Billy Wilder,3
Susan Hall,David Stern,2
Mindin ' My Business,Libby Holman,2
Tom Wolfe,Isabella Rossellini,2
Ninna Gradually,Jessica Tandy,3
Cy Coleman,Cole Porter,2
Dorothy Fields,Bob Fosse,2
I Love You When You Know I,Billy Eckstein,2
Miles Davis,Duke Ellington,2
Johnny Carson,Jay Leno,2
Laura Ellen Ziskin,Faye Dunaway,4
Sanford Meisner,Burt Lancaster,3
Pierre Levai,Adolph Gottlieb,2
Freddie Fields,Francis Ford Coppola,6
Yves Montand,Joan Crawford,2
His Laker Girls,Douglas Aircraft,2
My Mother Taught Me,George C. Scott,4
John Frankenheimer,""" An Enemy",4
Ringo Starr,Eddie Barclay,3
President John F. Kennedy,Harry Met Sally,2
Nicole Kidman,Kirk Douglas,6
Tom Hanks,Beverly Hills,7
Johnny Depp,Francis Ford Coppola,7
Mark Evanier,Jack Nicholson,48
Ringo Starr,Jacques Brel,3
Universal Pictures Lew Wasserman,Humphrey Bogart,3
San Francisco,Ken Elton Kesey,4
Warner Brothers,Tina Turner,4
Lolita 1962 Dr. Strangelove,""" Barry Lyndon",2
Sheldon Green,Greta Garbo,2
Sally Gracie,Claire Bloom,2
President John F. Kennedy,Karen Silkwood,2
William Inge,Richard Burton,5
Neil Simon,Jerry Orbach,3
Woody Allen,""" Machine Gun Kelly",4
Jimmy Buffett,Brad Pitt,2
Robert Gottlieb,Beverly Hills,7
David Byrne,Andy Warhol,3
Lucinda Ballard,Edward Norton,2
Irving Berlin,Dorothy Fields,2
Nora Ephron,Bob Woodward,2
Arthur Miller,Anna Justine,3
Leon Orbach,Larry Kert,2
Harold Adamson,Fred Allen,2
Libby Holman,George Gershwin,2
Me When I Said I Love You When You Know I,David Wayne,2
Rita Hayworth,President Richard M. Nixon,2
Norman Ziegler,Myrtle Wilson,2
Richard Benjamin,Bruce Dern,2
Tommy Lee Jones,Nicole Kidman,3
Sheldon Harnick,Ella Logan,2
Peter Fonda,Annette Funicello,9
Sheldon Harnick,Judy Garland,3
Walt Disney Studios,Edgar Allan Poe,2
Erin - Jo,Dean Martin,3
Gus Levy,Billy Flynn,2
James Mason,Alfred Hitchcock,4
Stanley Kubrick,Buck Henry,4
Dr. Robert Scotto,Baruch College,2
Morris Landau,Johnny Depp,3
June Hardin,Allan Kozinn,2
Vladimir Nabokov,My Lovely,2
Laura Ziskin,Laura Ellen Ziskin,2
Warren Beatty,George Bernard Shaw,4
Warren Cowan,Steven Spielberg,3
Paul Newman,Ben Hecht,8
Tom Buchanan,' Five Easy Pieces,3
Sidney Lumet,Claire Bloom,3
Sergei Yesenin,Jimmy Buffett,2
Katharine Cornell Through Thornton Wilder,George Orson Welles,2
Susan Zachary,Ralph Waite,2
Jack Nicholson,Don Gerler,48
Marlon Brando,Edward G. Robinson,11
Stephen Eckelberry,Hunter Carson,2
Dr. Paul Broun,Ben - Gurion International Airport,2
Marlon Brando Sr,Lucinda Ballard,2
Marc Antony,Johnny Depp,3
Michelle Phillips,Henry Hathaway,2
Jack Gilardi,Elvis Presley,3
Marlon Brando Sr,Janet Maslin,3
Juliet Landau,Alfred Hitchcock,3
Tony Bennett,Francis Ford Coppola,6
Jimmy Buffett,Jim Harrison,2
Sylvester Stallone,""" Al Capone",2
Candice Bergen,Beth Israel Hospital North,2
You Believe Me When I Said I Love You When You Know I,George Gershwin,2
Sabrina Calley,Emily Zinnemann,2
Walt Disney Studios,Peter Lorre,2
Stanley Kauffmann,Everett Sloane,2
Lee Strasberg,' ' Free Money,5
Morris Landau,Barbara Bain,2
Stephen Eckelberry,' Five Easy Pieces,3
Stanley Kubrick,Humbert Humbert,4
Royal Wedding,I Love You When You Know I,2
Karen Silkwood,Dorothy Schiff,2
You When You Know I,Cole Porter,2
Marlon Brando,Kirk Douglas,12
San Diego,Brooke Hayward,3
Harold Clurman,Harold Brodkey,2
Jackie Gleason,Abbie Greshler,4
Mark Rothko,David Smith,2
Jack Nicholson,Ed Graczyk,48
Cheyenne Brando,Ben Hecht,2
Ninna Gradually,John F. Kennedy,4
Elaine Cancialla,El Gallo,2
Elia Kazan,Claire Bloom,4
Ninna Gradually,Jay Cantor,2
Sidney Poitier,""" An Enemy",4
Eddie Barclay,Barbra Streisand,5
Oona O'Neill Chaplin,Audrey Simon,2
Red - Dirt Marijuana,Jack Nicholson,48
Louis Arkoff,Frankie Avalon,2
Scott Peacock,Alice Waters,2
Sally Jessy Raphael,David Letterman,2
Vincent Canby,Robert De Niro,6
You Believe Me When I Said I Love You When You Know I,Royal Wedding,2
George Roy Hill,Darryl F. Zanuck,2
Sammy Davis Jr.,John Byner,2
Timothy Leary,Helen Swanson,2
Lynda Redfield,Duke Ellington,2
Samuel Z. Arkoff,Joe Roth,2
Warner Brothers,Mike Nichols,6
Peter Fonda,Dennis Hopper,96
Walter Damrosch,Richard Rodgers,2
Peter O'Toole,Adam Roarke,2
Stella Adler,Orson Welles,12
Nicholas Ontiveros,El Paso,2
Stanley Kauffmann,Katharine Cornell,2
Gus Edson,Elizabeth Taylor,3
Susan Sarandon,Julie Christie,3
Sidney Poitier,Anna Justine,4
Jack Kent Cooke,General Manager Mitch Kupchak,2
Heaven Can Wait,Elia Kazan,4
Norman Jewison,""" Al Capone",2
Willy Loman,Michael Learned,2
I Love You When You Know I,Hillary Kaye,2
Natalie Wood,Martin Jurow,4
Alexander Woollcott,Agnes Moorehead,2
Jack Nicholson,Dr. Fu Manchu,48
Supreme Court Justice Herbert I. Altman,Herta Menzel,2
President John F. Kennedy,Nicholas Pileggi,2
Nora Ephron,Nicholas Pileggi,2
Beverly Hall,Al Pacino,3
Sergei Yesenin,Kevin Costner,3
Hallie Ephron,Ayn Rand,2
David Lynch,Andy Warhol,4
Dan Greenburg,Clarence Thomas,2
Richard Rodgers,Dorothy Fields,2
Peter Fonda,Bob Rafelson,20
Sheldon Harnick,Mindin ' My Business,2
Pauline Kael,Doug Blackburn,4
Billy Eckstein,""" Royal Wedding",2
Peter Fonda,Katie Elder,9
Robert Morse,Annie Get Your Gun,3
Jeffrey Schneider,Charlie Chaplin,2
Rudolph Hess,John Frankenheimer,4
Hallie Ephron,Dan Greenburg,2
Tom Cruise,Jay Presson Allen,4
Michelle Phillips,Julian Schnabel,2
I Feel Bad About My Neck,Betty Friedan,2
Oskar Kokoschka,David Somerset,2
Michael Douglas,Ken Babbs,4
Frank Mariani,Coach Paul Westhead,2
Eva Marie Saint,Brando Necessary,2
Michelangelo Antonioni,Daniel Gelin,2
You When You Know I,You Know I,2
Peter William Fields,Jackie Gleason,4
President Franklin D. Roosevelt,Nicole Kidman,3
Konstantin Stanislavski,Dorothy Pennebaker Brando,2
Hong Kong,Francis Ford Coppola,7
Tony Bennett,Cy Coleman,2
Stanley Kubrick,Nicole Kidman,5
Ringo Starr,Olympia Press,3
Peter William Fields,Paris Zax,2
Clarence Thomas,Beverly Hills High School,2
Richard Avedon,Craig Claiborne,2
Eva Marie Saint,Dorothy Pennebaker Brando,2
Vincent Canby,John Kander,6
Jerome Bernard Orbach,Jed Bernstein,2
Polly Bergen,Pamela Kerry Fields,2
John F. Kennedy,Cheyenne Brando,4
Yuri Neyman,Burt Reynolds,2
George Orson Welles,Agnes Moorehead,2
Vincent Canby,Jay Cantor,6
Vito Corleone,Sean Penn,2
My Life Is Black,Gloria Swanson,2
Martha Raye,Cy Coleman,2
Hillary Kaye,Al Jolson,3
Karen Blanche Ziegler,Bob Rafelson,3
Sam Arkoff,Edgar Allan Poe,2
Robert De Niro,Anna Kashfi,2
Pauline Kael,Montgomery Clift,4
Shaquille O'Neal,Karen Demel,2
Richard Benjamin,Karen Blanche Ziegler,2
Jerry Siegel,' Robin Meets Maid Marian,2
Roger Hill,Joseph Cotten,2
John Huston,John F. Kennedy,5
Ben Hecht,A Memorable Oscar Mr. Brando,2
Norma Faye Haxby,Jefferson Airplane,2
Victoria Duffy,Marlon Brando,9
Fred Allen,Billy Eckstein,2
Quincy Jones,Blossom Dearie,2
Sanford Meisner,Cheyenne Brando,2
Robert De Niro,Charlie Sheen,3
Kathy Fields Lander,Fred Feldman,2
Norma Faye Haxby,Jack Kerouac,2
Paul Newman,Fred Astaire,9
Johnny Depp,Hong Kong,4
Frank Sinatra,Frances Fink Levy,4
Michelle Phillips,James Dean,5
William Styron,Isabella Rossellini,3
Yves Montand,Clifton Webb,2
Judith Jamison,Craig Highberger,2
Christian Brando,Ann Douglas,2
Martha Raye,Billy Eckstein,2
John Frankenheimer,Hugh Hastings,4
Craig Highberger,Andy Warhol,3
Orson Welles,Elaine Stritch,5
Fred Feldman,Francis Ford Coppola,6
William Randolph Hearst,Gregg Toland,2
Richard Sylbert,Ms. Leland - St,2
Lon Chaney,' ' Viva Las Vegas,2
Maxwell Anderson,Francis Ford Coppola,6
Herb Kurz,Diana Field,2
Scott Rudin,Lillian Hellman,2
Pauline Kael,Larry King Live,4
Frank Loesser,Cole Porter,2
My Life Is Black,Key West,2
Stanley Kowalski,Eva Marie Saint,2
Connie White,' Five Easy Pieces,3
Steven Spielberg,Meryl Streep,5
Mike Nichols,Bob Woodward,4
Jed Bernstein,Burt Bacharach,2
Richard Avedon,Dorcas Avedon,2
Hallie Ephron,Bob Woodward,2
Rudolf Hess,Joan Benedict,2
Ed Wood,Barbara Bain,2
Gilbert Lloyd,Bernard J. Reis,2
Paddy Chayefsky,Andy Griffith,2
Lynda Redfield,Harvey Weinstein,2
You Know I,James Barton,2
James Garner,Dwayne Hickman,2
Virna Lisi,Luis Bunuel,2
Warren Beatty,Cheyenne Brando,4
Charles Griffith,Audrey Jr.,2
Kirk Douglas,Jules Dassin,5
Larry King Live,Harold Brodkey,2
Richard Rodgers,Diana Lane,2
Leland Hayward,James Dean,5
John A. Alonzo,""" Belle Starr",2
Joanne Woodward,Andy Warhol,4
Marlon Brando,James L. Brooks,9
Ruth Carter Stapleton,Jimmy Carter,2
Martin Scorsese,John Milius,3
Kurt Russell,Jacob Bernstein,3
Leonard Bernstein,Craig Highberger,2
Martin Scorsese,Charlie Sheen,4
Jackson Pollock,Frank Lloyd,2
Victoria Duffy,Jane Fonda,2
Willie Brown,John Gagliardi,2
Robert De Niro,His Bluejeans,2
Gustav Hasford,""" Barry Lyndon",2
Judy Garland,David Begelman,3
Neil Simon,Joey Gallo,3
James B. Bakalar,Bill Wilson,2
Richard Head Welles,Kenneth Tynan,2
Marlon Brando Sr,Larry King Live,2
Julie Andrews,James Garner,2
Rose Tiplitz,Helen Lane,2
Henry Moore,David Somerset,2
Paul Newman,Jefferson Airplane,8
Olympia Press,Keenan Wynn,2
Theodore Stamos,New York County Surrogate Court,2
Saul Zaentz,Cliff People,4
Roger Smith,James Cagney,2
Susanna Moore,Mr. De Palma,2
Faye Dunaway,Elaine Edelman,4
Jet Scott,( Cesar Romero,2
Lucinda Ballard,Ann Douglas,2
Freddie Fields,Eddie Cantor,2
Will Geer,Marc Blitzstein,2
Yoko Ono,Jack Mitchell Photographs,2
Jack Nicholson,Ellen Burstyn,48
Billy Rose,Barbara Bain,2
Vincente Minnelli,Peggy Kaye,2
Tom Hanks,Amy Ephron,2
Judge Millard L. Midonick,A Viennese Oilman Frank Lloyd,2
Terence Malick,Richard Gere,2
Willie Williams,William C. Rhoden,2
Harold Stern,Francis Ford Coppola,6
Rodney Stephen Steiger,Paula Ellis,2
Neal Cassady,Lawrence Hauben,3
Stanley Kauffmann,His Mercury Theater,2
Herb Kurz,Gail Mack,2
Warren Beatty,Dorothy Pennebaker Brando,4
John Gagliardi,Buck Buchanan,2
Mira Rostova,Jerry Orbach,2
Charlie Sheen,Anthony Quinn,4
Martha Randolph,John Frankenheimer,4
Bob Hope,Ann Douglas,5
Francis Bacon,Barbara Lloyd,2
Tex - Mex,Sheridan Stanton,2
Myrtle Wilson,Jack Nicholson,48
John F. Kennedy,A Memorable Oscar Mr. Brando,4
Supreme Court Justice Herbert I. Altman,Harry Fischer,2
Jerry Lippman,Frank Rich,2
My Life,Kurt Russell,3
Maxwell Anderson,Ann Douglas,2
Richard Burton,Joseph Bonanno,4
Dean Martin,Audrey Hepburn,3
Jack Nicholson,Burt Lancaster,98
Ned Rorem,My Life Is Black,2
Eva Marie Saint,Bob Hope,5
John Jr.,Al Pacino,4
Tom Burke,Ellen Burstyn,2
Richard Burton,Iris Murdoch,4
Orson Welles,Faye Dunaway,7
Tommy Lee Jones,Julia Roberts,2
James Coburn,Fred Feldman,2
Saul Zaentz,San Francisco,12
Rachel Fershleiser,Betty Friedan,2
Kurt Schwitters,Jackson Pollock,2
Edward Albee,Anthony Quinn,3
"Murder , My Sweet",Dick Powell,2
You Can See Forever,Al Jolson,3
Jean Cocteau,Donald Messerle,2
Tricia Conte,George Dudley,2
Joseph Cotten,Everett Sloane,2
David Somerset,A Viennese Oilman Frank Lloyd,2
Twyla Tharp,My Life Is Black,2
Love Came Into My Heart,Frank Loesser,2
Nicole Kidman,Kevin Costner,4
Jack Mitchell Photographs,Alfred Hitchcock,3
Howard Keel,Annie Get Your Gun,2
Walter Damrosch,My Heart,2
Margaret Sullavan,Bel Air,2
John Jr.,Clive Barnes,3
John Lennon,Andy Warhol,3
My Lovely,Dick Powell,2
Jack Gould,Arthur Miller,3
Marc Antony,Ben Hecht,2
Karen Demel,Jim Brown,2
Montgomery Clift,Maxwell Anderson,2
Terry Malloy,Francis Ford Coppola,6
Jacob Bernstein,Carl Bernstein,2
Jack Nicholson,Amy Ephron,48
Mary Barto,Leslie Nielsen,2
Orson Welles,Jack Nicholson,102
William Inge,"Murder , My Sweet",3
Charles B. Griffith,Audrey Jr.,2
Peter Sellers,Dwayne Hickman,4
Jacques Brel,Barbra Streisand,5
Eddie Cantor,Al Jolson,3
Tom Wolfe,Barbara Levin,2
Joseph Bonanno,Edward G. Robinson,4
Me When I Said I Love You When You Know I,Barbra Streisand,5
Jack Nicholson,Jack Lemmon,48
San Francisco,' One Flew Over,6
Laurence Harvey,Deborah Condon,2
Jerry Orbach,Burt Bacharach,2
Lee Remick,Lawrence Hauben,3
Peter George,Edward G. Robinson,4
Katie Elder,Daria Halprin,2
You Know I,Royal Wedding,2
Bob Fosse,Al Jolson,3
Fisher Fine Arts,Adolph Gottlieb,2
Paul Wasserman,Jim Mahoney,2
Marc Antony,Hong Kong,3
Terry Malloy,George Bernard Shaw,2
Jeff Daniels,Cynthia Snyder,2
Mike Nichols,Helen Hunt,5
Lolita ( Sue Lyon,""" Barry Lyndon",2
Lawrence Hauben,Jack Nicholson,98
William Hurt,Richard Gere,3
Robert Aldrich,Hugh Hastings,2
Eva Marie,Elaine Stritch,2
William Baziotes,Herta Menzel,2
Beverly Hills High School,Betty Friedan,2
Julie Andrews,Julia Carter,2
Warner Brothers,Jack Nicholson,100
Gen. George S. Patton,""" An Enemy",2
Keith Haring,Jack Mitchell Photographs,2
James Barton,Irving Berlin,2
Simon Wiesenthal,His Dream,2
Sanford Meisner,Ann Douglas,2
Wim Wenders,Terry Gilliam,2
John F. Kennedy,Harold Brodkey,4
Martha Raye,David Wayne,2
Jack Nicholson,Dick Wolf,48
Ned Rorem,Alfred Hitchcock,3
Susannah York,Brian De Palma,2
Jack Nicholson,Christopher Walken,48
Peter Sellers,Christopher Isherwood,4
Craig Highberger,Ann Reinking,2
I Love You When You Know I,Harold Stern,2
Kirk Douglas,Dean Martin,6
You Believe Me When I Said I Love You When You Know I,Clark Gable,2
Steve Franken,Stephen Robert Franken,2
You When You Know I,Frank Sinatra,4
Nora Ephron,Carl Bernstein,2
George C. Scott,Cheyenne Brando,4
Meg Ryan,Amy Ephron,3
San Diego,Marlon Brando,10
Pau Gasol,David Stern,2
Harry Dean Stanton,David Lynch,3
Penguin Young Readers Group,John Sobol,2
Tom Cruise,Steve Martin,4
Vilmos Zsigmond,Brian De Palma,2
Julie Christie,John Lithgow,3
Universal Pictures Lew Wasserman,Peter Shaffer,2
My Lovely,Jack Nicholson,48
John Huston,John Frankenheimer,5
New York County Surrogate Court,Judge Millard L. Midonick,2
Tom Cruise,Meg Tilly,4
Rita Hayworth,Kathleen Turner,2
Twyla Tharp,Truman Capote,4
Roger Hill,His Mercury Theater,2
His Mercury Theater,Barbara Leaming,2
Lee Strasberg,Arthur Miller,6
Veronica Lake,My Life Is Black,2
Martin Landau,Juliet Landau,2
Larry King Live,Anthony Quinn,3
Lady Be Good,Fred Allen,2
Rita Hayworth,Janet Roach,2
Sherrill David Robinson,Liv Robinson - White,2
Richard Condon,Kathleen Turner,2
William Tepper,Faye Greener,2
Neal Cassady,Ken Elton Kesey,2
Shirley Knight,Jeff Corey,3
Jane Powell,Dorothy Fields,2
Max Bernstein,Amy Ephron,2
Jefferson Airplane,Fred A.,2
Supreme Court Justice Herbert I. Altman,Pierre Levai,2
Sergei Yesenin,Orson Welles,5
Viking Press,A Dime Western,2
Meg Wolitzer,Betty Friedan,2
Jack Gould,Charley Malloy,2
Tom Burke,Gail Dugan,2
Vincent Canby,Hong Kong,7
George C. Scott,Buck Henry,4
Katie Elder,Henry Hathaway,2
Jack Nicholson,' ' Free Money,48
Warner Brothers,Elizabeth Taylor,5
Truman Capote,Jack Mitchell Photographs,4
You Believe Me When I Said I Love You When You Know I,Vincente Minnelli,2
Rudolf Hess,Bill Gillespie,2
He Said,Dr. Robert Scotto,3
Ella Logan,Debbie Reynolds,2
Judy Garland,Frank Loesser,3
Ken Babbs,Geneva Smith Kesey,2
Peter Ziegler,He Said,3
My Life Is Black,' ' Alvin Ailey American Dance Theater,2
William Inge,Will Greer,3
New York County Surrogate Court,Franz Kline,2
Sanford Meisner,Jay Cantor,2
Jackie Gleason,Alexander Woollcott,4
Rudolph Hess,Jack Gould,2
Meg Wolitzer,Dan Greenburg,2
You Can See Forever,Harold Stern,2
Peter Sellers,Carol Kauffman,4
Paris Zax,Al Jolson,3
Barbra Streisand,Alan Jay Lerner,5
Sterling Hayden,Lolita ( Sue Lyon,3
William Inge,' ' A Price Above Rubies,3
Terry Malloy,Anna Kashfi,2
Robert Plavik,Ann Reinking,2
William Devane,Bo Goldman,2
Charlie Chaplin,Abraham Schneider,2
Jay Cantor,Jack Nicholson,48
Nathanael West,Myrtle Wilson,2
San Francisco,Dale Wasserman,4
Nick Nolte,Edgar Allan Poe,2
Jim Harrison,Brad Pitt,2
Lee Strasberg,Joanne Woodward,6
Fred Astaire,Francis Ford Coppola,14
Linda Ronstadt,Dennis Hopper,9
Paddy Chayefsky,Lou Grant,2
Tom Wolfe,Julie Christie,3
Pearl Harbor,""" "" Hot Rod Gang",2
Robert Altman,Christopher Walken,2
Karen Silkwood,' Lucky Numbers,2
Rita Moreno,James Dean,5
James Chressanthis,Dennis Hopper,9
Vito Corleone,Dag Drollet,2
Tom Cruise,Ron Howard,5
Tin Pan Alley,Bob Fosse,2
Stella Adler,Frank Rich,3
Rose Tiplitz,John Sobol,2
His Bluejeans,' ' Free Money,2
Frank Loesser,Alan Jay Lerner,2
Ulysses S. Grant,Bill Gillespie,2
Terry Malloy,A Memorable Oscar Mr. Brando,2
Ringo Starr,Alain Delon,4
Howard Keel,Dustin Hoffman,3
Joe Roth,Donna Roth,2
Jerry Lewis,Jack Nicholson,204
Tin Pan Alley,Cole Porter,2
Meg Wolitzer,Beverly Hills,7
Marlon Brando,George C. Scott,22
John Milius,Joe Roth,2
Natalie Wood,Key West,4
Hector Babenco,( Fernando Ramos,2
William Goldman,"' ' Harper,''''Where Eagles Dare,''''The Long Goodbye,''''The Missouri Breaks",2
Roger Hill,Pauline Kael,4
Marion Cunningham,Judith Jones,2
Francis Ford Coppola,Charles Bronson,6
Sidney Poitier,Robert Redford,4
Warren Beatty,Dennis Hopper,11
Will Sampson,' One Flew Over,4
Calvin Klein,Beth Israel Hospital North,2
Linda Ronstadt,Frank Sinatra,4
Esther Williams,Bob Fosse,2
Bruce Dern,' Five Easy Pieces,3
Micky Brown,Jerry Buss,2
Sam Arkoff,""" "" Hot Rod Gang",2
Louise Fletcher,""" One Flew Over",3
Jack Nicholson,Brian De Palma,48
Tom Wolfe,Carly Simon,2
Truman Capote,Stanley Kowalski,4
My Mother Taught Me,Edward Norton,2
Truman Capote,Francis Ford Coppola,8
Joseph Bonanno,James Dean,5
Virginia Nicholson,Paola Mori,2
Neal Cassady,Dale Wasserman,2
Sandy Dennis,He Said,3
Burt Lancaster,Anthony Quinn,4
Martin Jurow,James L. Brooks,2
Jackson Pollock,Francis Bacon,2
Robert Redford,Eddie Cantor,2
Harry Met Sally,Dorothy Schiff,2
Lynda Redfield,Dave Brubeck,2
Herta Menzel,Bernard J. Reis,2
Kareem Abdul - Jabbar,David Stern,2
Warner Brothers,Ed Ruscha,4
Ulista Jean Brooks,Saul Zaentz,4
Susan Anspach,Peter Fonda,9
Robert Mitchum,Marlon Brando,9
Goldie Hawn,Christopher Walken,2
Paola Mori,Gregg Toland,2
Lupe Ontiveros,El Paso,2
Sidney Lumet,Charley Malloy,3
Frankie Avalon,David Cronenberg,2
He Said,Creighton Hardin,3
Clive Barnes,' ' Five Easy Pieces,3
Natalie Wood,Craig Highberger,4
Mira Rostova,Larry Kert,2
Mark Rothko,Jackson Pollock,2
Key West,David Byrne,2
Dr. Charles Grob,Bill Wilson,2
Peter Fonda,Andy Warhol,10
John Walton,John - Boy,2
Ralph Lauren,Catherine Deneuve,2
Richard Burton,Red - Dirt Marijuana,4
Jack Gould,Fred Zinnemann,2
San Francisco,Ralph Bakshi,4
Marlon Sr,Johnny Depp,3
Ben Nicholson,Barbara Hepworth,2
Key West,Edward Albee,2
Mae Robinson,' Robin Meets Maid Marian,2
Sherry Nelson,Charley Malloy,2
Herta Menzel,Francis Bacon,2
Lillian Hellman,Dorothy Schiff,2
Walter Kerr,Joseph Cotten,3
Ilona Sommer,Alan Freed,2
James Gross,Ann Nicholson,2
Morton Levine,Fisher Fine Arts,2
Michael Landon,Don Johnson,2
Johnny Depp,Billy Wilder,3
Harold Stern,Harold Adamson,2
Marlon Sr,Beverly Hills,7
Edward Norton,Anthony Quinn,3
Martha Raye,Love Came Into My Heart,2
Meryl Streep,Julie Christie,5
Jessica Tandy,Anthony Quinn,4
Key West,Arnold Schwarzenegger,2
Viva Zapata,Konstantin Stanislavski,2
President Jimmy Carter,Margaret Quigley,2
Jack Daniel,Dorcas Avedon,2
Marlon Brando,Iris Murdoch,9
Howard Keel,Gus Levy,2
Debbie Reynolds,Billy Eckstein,2
Ninna Gradually,Francis Ford Coppola,6
You Believe Me When I Said I Love You When You Know I,Fred Allen,2
Dustin Hoffman,Detective Lennie Briscoe,3
Kareem Abdul - Jabbar,Jack Kent Cooke,2
Shelley Winters,John Milius,2
Terry Malloy,Ann Douglas,2
Henry Moore,Harry Fischer,2
Sissy Spacek,Dennis Hopper,9
Julia Carter,Jerry Lewis,5
Marlon Brando Sr,Jack Nicholson,48
Mira Godard,Henry Moore,2
Lillian Hellman,' Lucky Numbers,2
Warner Brothers,Leland Hayward,4
Pau Gasol,Jack Kent Cooke,2
Ralph Waldo Emerson Jones,Eddie Robinson,3
Leslie Kovacs,Elliott Gould,3
I Feel Bad About My Neck,Billy Crystal,2
Helen Hunt,Denzel Washington,3
Micky Brown,Frank Mariani,2
George C. Scott,Andrei Vishinsky,4
Will Sampson,Brenda Blake,2
Joan Crawford,Cole Porter,2
George C. Scott,Faye Dunaway,6
Pauline Kael,Burt Lancaster,5
Richard Avedon,John Nicholson,2
Herta Menzel,Henry Moore,2
I Love You When You Know I,Bob Fosse,2
Robert Sklar,Ringo Starr,3
Jack Kerouac,A Dime Western,2
Joseph Mantel,Barney Miller,2
Robert Malcolm,Howard Keel,2
Mira Rostova,Elaine Cancialla,2
Vincent Price,Annette Funicello,2
Elia Kazan,""" Dick Tracy",4
Stella Adler,Rock Hudson,4
His Bluejeans,Dag Drollet,2
Me When I Said I Love You When You Know I,Esther Williams,2
Pearl Harbor,Michael Landon,2
Oskar Kokoschka,Henry Moore,2
Samuel Z. Arkoff,Charles Bronson,2
Dorothy Fields,Burton Lane,2
Barbara Leaming,Agnes Moorehead,2
Robert Plavik,Natalie Wood,4
James Dean,Brando Necessary,5
Sally Jessy Raphael,Long Island,3
Norman Jewison,Jack Nicholson,48
Sherry Nelson,Andrei Vishinsky,2
Jeffrey Schneider,Audrey Simon,2
Elizabeth Taylor,Ed Ruscha,3
Terry Southern,Brad Tyer,3
William Styron,Ringo Starr,4
Joey Gallo,Annie Get Your Gun,2
Warren Cowan,Sidney Poitier,4
Jessica Tandy,Aaron Sorkin,3
Frances Fink Levy,""" Royal Wedding",2
General Manager Mitch Kupchak,Douglas Aircraft,2
Tim Robbins,George Roy Hill,2
William Baziotes,Harry Fischer,2
We Are All Jews,John Walton,2
You Can See Forever,Martha Raye,2
San Francisco,John Coltrane,4
Johnny Depp,Billy Rose,3
Paula Ellis,Jack Gould,2
Guadalupe Moreno,Edward James Olmos,2
Jack Nicholson,Artur Rodzinski,48
Jay Cantor,' ' Free Money,2
Rose Kennedy,Claudette Colbert,2
Konstantin Stanislavski,Ann Douglas,2
Jackie Robinson,Dick Hoerner,3
Vincente Minnelli,Harold Stern,2
Yves Montand,Ella Logan,2
Slim Pickens,Lee Hill,2
Eva Marie,Anna Kashfi,2
Peggy Kaye,Mindin ' My Business,2
Vic Lovell,Jack Nicholson,48
San Diego,Margaret Sullavan,3
Richard Burton,Buck Henry,4
Sky Masterson,Burt Bacharach,2
Marilyn Monroe,Edna Lewis,3
Kathleen Turner,John Huston,3
Jack Nicholson,' Five Easy Pieces,98
Samuel Z. Arkoff,Donna Roth,2
Stephen Eckelberry,Faye Greener,2
Philip Guston,Franz Kurt Levai,2
Ninna Gradually,Marlon Brando Sr,2
Gail Dugan,Ed Graczyk,2
Sally Gracie,""" An Enemy",2
Dominique Sanda,' Merry - Go - Round,2
Love With You,Frank Sinatra,4
Mr. Abdul - Jabbar,His Laker Girls,2
Long Valley,Hunter College,2
Robin Williams,""" Red Scare",2
Sally Jessy Raphael,John Byner,2
Jack Nicholson,Abraham Schneider,48
Edna Lewis,Dorcas Avedon,2
Irving Berlin,Cy Coleman,2
Terry Gilliam,Emilio Estevez,2
Miles Davis,Allen Ginsberg,2
Warner Communications,Heath Ledger,2
Jed Bernstein,Alfred Drake,2
Arthur Miller,A Memorable Oscar Mr. Brando,3
Ninna Gradually,Eva Marie,2
Neil Simon,Key West,3
John Walton,Jackson Gibbs,2
Vito Corleone,Cheyenne Brando,2
Peter Fonda,George C. Scott,11
Rodney Stephen Steiger,Robert Aldrich,2
James Dean,Beverly Hills,10
You Can See Forever,Fred Allen,2
My Mother Taught Me,Marc Antony,2
Love With You,George Gershwin,2
Susannah York,Mel Gibson,2
Marlon Brando,Hugh Hastings,9
Long Island,Clive Barnes,3
Anthony Quinn,' ' Free Money,3
