Source,Target,weight
William C. Rhoden,Buck Buchanan,2
Harold Brodkey,Bob Hope,5
You Will Meet,Warren Beatty,4
Meryl Streep,Ayn Rand,4
Max Bernstein,Betty Friedan,2
Dr. Oscar Janiger,Dr. John H. Halpern,2
Simi Valley,Jay Leno,2
Roger Smith,Jack Gilardi,2
Montgomery Clift,Elaine Stritch,2
Leo Ferre,Barclay Records,2
William Devane,Ken Kesey,2
Morris Landau,James Mason,3
Dennis Hopper,Abraham Schneider,9
Stephen Eckelberry,Ed Graczyk,2
Vito Corleone,Harold Brodkey,2
Robert Sklar,Olympia Press,2
Sean Penn,Larry King Live,2
Harry Met Sally,Estelle Reiner,2
Sidney Poitier,Barbara Levin,4
Vladimir Nabokov,Arthur Penn,2
Rita Hayworth,Jack Nicholson,48
Joan Benedict,Hugh Hastings,2
Viva Zapata,Edward Norton,2
Peter Fonda,Dennis Lee Hopper,9
Henry Fonda,George Lucas,4
Robert Gottlieb,Meg Wolitzer,2
Roman Polanski,Ms. Leland - St,2
Ned Beatty,Leslie Kovacs,2
Walter Damrosch,Debbie Reynolds,2
Young Burton,Alan Jay Lerner,2
Michael Kidd,Billy Eckstein,2
Ralph Lauren,Calvin Klein,2
Helen Swanson,Dr. Charles Grob,2
Jack Nicholson,Humphrey Bogart,98
Richard Sylbert,", Sharmagne Leland - St",2
Bob Hope,Bert Schneider,5
Judith Jamison,Jack Mitchell,2
Mr. De Niro,George C. Scott,4
Linda Ronstadt,Jim Mahoney,2
Harold Stern,George Gershwin,2
Lee Strasberg,Burt Lancaster,6
Vincent Canby,Emilio Estevez,6
Euphemia Blackburn,Dorothy Gale,2
Yoko Ono,Veronica Lake,2
Jerry Gershwin,Damian Elwes,2
Christian Brando,A Memorable Oscar Mr. Brando,2
Vincente Minnelli,Tony Bennett,2
Robert Goulet,Leon Orbach,2
Love Came Into My Heart,Jane Powell,2
Stephen Robert Franken,Julie Andrews,2
Marta Orbach,Burt Bacharach,2
Ulysses S. Grant,Humphrey Bogart,3
Peter Manso,Bob Hope,5
Sy Gomberg,Lynda Redfield,2
Shelley Winters,Annette Funicello,2
Jack Nicholson,Gloria Swanson,48
Peter Manso,Charlie Sheen,3
Paul Newman,Darryl F. Zanuck,8
Timothy Leary,Jack Nicholson,48
Barbra Streisand,A Young Gershwin As Role Model During,5
Truman Capote,' ' Alvin Ailey American Dance Theater,4
Roger Hill,Everett Sloane,2
Mr. Abdul - Jabbar,Douglas Aircraft,2
Jill Clayburgh,Hunter Carson,2
Neil Simon,Alfred Hitchcock,4
Terry Southern,Olympia Press,3
Walter Slurrie,Kathleen Turner,2
Tina Turner,Margaret Sullavan,2
Susan Hall,Jerry West,2
Karen Silkwood,Estelle Reiner,2
Janet Maslin,Ann Douglas,3
Donna Roth,Christopher Jones,2
You Know I,Simon Bucharoff,2
James Dean,Billy Rose,5
Sky Masterson,Billy Flynn,2
Konstantin Stanislavski,Eva Marie Saint,2
Dorothy Pennebaker Brando,Brando Necessary,2
Willie Williams,Eddie Gay Robinson,2
Mireille Mathieu,Barclay Records,2
Susie Landau Finch,Joseph Bonanno,2
My Life,Harry Met Sally,2
Vladimir Nabokov,Richard Burton,4
Janie Drexel,Frank Mariani,2
John Gagliardi,Eddie Gay Robinson,2
Kurt Russell,Clarence Thomas,3
Karen Silkwood,Alice Arlen,2
You Can See Forever,Harold Adamson,2
Cy Coleman,Clark Gable,2
John Sobol,Donald J. Sobol,2
Martin Jurow,Dallas County,2
Orson Welles,Anna Hjortsberg,5
Konstantin Stanislavski,Dag Drollet,2
Pearl Harbor,Frankie Avalon,2
Meryl Streep,Estelle Reiner,4
Samuel Z. Arkoff,Sam Arkoff,2
John Frankenheimer,An Infinity,4
Thomas Dominic Nicholson,Gail Mack,2
George Lucas,Duke Ellington,3
Susan Zachary,John - Boy,2
Terry Malloy,Elaine Stritch,2
Kathy Fields Lander,Dustin Hoffman,3
Peter Sellers,Dallas County,4
Harold Brodkey,George C. Scott,4
Judy Garland,A Young Gershwin As Role Model During,3
Carly Simon,Calvin Klein,2
Neil Simon,Lennie Briscoe,3
Polly Bergen,David Begelman,2
Jill Clayburgh,Gail Dugan,2
Norma Faye Haxby,Lawrence Hauben,3
Julian Schnabel,Joanne Woodward,3
So Paulo,Barbara Paz,2
Truman Capote,Burt Lancaster,5
Me When I Said I Love You When You Know I,Clifton Webb,2
Mr. De Niro,Marc Antony,2
William Randolph Hearst,Richard Head Welles,2
Steve Elzer,Laura Ellen Ziskin,2
Warner Brothers,Stanley Kubrick,6
Tommy Lee Jones,Jon Peters,2
Sheridan Stanton,Charlie Sheen,3
Donald Messerle,An Unorthodox Style His,2
John F. Kennedy,Bobby Darin,4
Peter Sellers,Joanne Woodward,5
You Know I,Al Jolson,3
Eva Marie Saint,Burt Lancaster,3
William Randolph Hearst,Katharine Cornell,2
Konstantin Stanislavski,Burt Lancaster,3
Philip Guston,Gilbert Lloyd,2
Yves Montand,Vincente Minnelli,2
John Walton,John Jr.,3
Sidney Poitier,Candice Bergen,4
Steve Martin,George Roy Hill,2
Donna Damerel,David Carradine,2
Jack Nicholson,Charlie Chaplin,48
Jules Dassin,""" Red Scare",2
Lou Grant,Andy Griffith,2
Hal B. Wallis,Erin - Jo,2
Martha Raye,Cole Porter,2
Mae Robinson,Joe Shuster,2
Jack Nicholson,His Bluejeans,48
Jack Nicholson,Elizabeth Montgomery,48
Stephen Eckelberry,Diane Koehnemann Bay,2
My Mother Taught Me,Christian Brando,2
John Singleton,Helen Lane,2
Frank Loesser,Billy Eckstein,2
Tony Bennett,Mindin ' My Business,2
Sheldon Green,Beth Israel Hospital North,2
Rock Hudson,Orson Welles,6
Tony Bennett,Barbra Streisand,5
Marty Pilletti,John Frankenheimer,4
Gregg Toland,' ' Orson Welles,2
Sidney Poitier,George C. Scott,6
Robert Malcolm,Marta Curro,2
You Will Meet,Susannah York,2
Stanley Kowalski,A Memorable Oscar Mr. Brando,2
Millicent Safro,Diana Epstein,2
Mike Nichols,Heaven Can Wait,4
Kit Golden,Helen Gurley Brown,3
Robin Williams,John Randolph,3
Linda East,Kerry Shear,2
Cheyenne Brando,Charlie Sheen,3
Clark Gable,Billy Eckstein,2
I Said I Love You When You Know I,Cole Porter,2
Michael Douglas,Harvey Weinstein,4
William Randolph Hearst,Roger Hill,2
Millicent Safro,Carly Simon,2
Simon Wiesenthal,Jack Nicholson,48
Steve Kingston,George Lewis,2
Lolita ( Sue Lyon,Humbert Humbert,2
Michael Kidd,Diana Lane,2
Susannah York,Gene Hackman,2
Libby Holman,Alan Jay Lerner,2
Jay Kanter,Iris Murdoch,2
Tony Curtis,Dallas County,2
Vic Lovell,Jack Kerouac,2
Rita Moreno,Butch Cassidy,2
Ayn Rand,Alice Arlen,2
Marion Seaman,Fred Allen,2
Raul Julia,Hector Babenco,2
John Huston,Anna Hjortsberg,3
Humphrey Bogart,Dick Powell,3
Roy Huggins,Elvis Presley,3
Tom Wolfe,Oleg Cassini,2
Michael Kidd,Irving Berlin,2
Marion Seaman,Cole Porter,2
Hannibal Lecter,Charles Whitnel,2
Leland Hayward,Bel Air,2
Virginia Nicholson,George Orson Welles,2
Claudette Colbert,Bill Blass,2
Richard Benjamin,Gail Dugan,2
Quincy Jones,Leo Ferre,2
Roger Hill,Marlene Dietrich,2
Jerry Orbach,Detective Lennie Briscoe,2
Diana Lane,""" Royal Wedding",2
Humphrey Bogart,Hugh Hastings,3
Maxwell Anderson,Jessica Tandy,3
Stan Getz,Ralph Fiennes,2
Mike Nichols,Ayn Rand,4
Rachel Fershleiser,Jack Nicholson,48
Ella Logan,Clark Gable,2
Slim Pickens,Peter George,2
Robert Gottlieb,Carl Bernstein,2
Jake Gittes,Alfred Hitchcock Presents,2
Marlon Brando,Dominique Sanda,9
Miles Davis,Goldie Zaentz,2
Jerry Buss,Gerald Hatten Buss,2
Lillian Carter,Billy Carter,2
Clarence Thomas,Beverly Hills,7
John Huston,Janet Maslin,4
Sanford Meisner,Lucinda Ballard,2
Vilmos Zsigmond,Dennis Hopper,9
Truman Capote,Bob Hope,7
Charley Malloy,Anna Justine,2
Ben Hecht,Ann Douglas,2
Larry Smith,Dorothy Schiff,2
Shelley Winters,Peter Lorre,2
Tony Bennett,Lady Be Good,2
I Feel Bad About My Neck,Amy Ephron,2
Steve Kingston,Judith Jones,2
Rachel Fershleiser,I Feel Bad About My Neck,2
Ninna Gradually,Lucinda Ballard,2
Jack Gilardi,Beverly Hills,7
Saul Zaentz,Paul Zaentz,4
Robert De Niro,Burt Lancaster,3
Jack Nicholson,( Cesar Romero,48
William Morris,Daniel Gelin,2
Rudolf Hess,George C. Scott,4
New York County Surrogate Court,Fisher Fine Arts,2
Robert Aldrich,Edward G. Robinson,4
Jessica Tandy,Edward Norton,3
Paul Newman,Michael Douglas,10
Natalie Wood,Erin - Jo,4
Michael Kidd,Barbra Streisand,5
Sheldon Harnick,David Wayne,2
Elaine Cancialla,Burt Bacharach,2
Dr. Robert Scotto,Allan Kozinn,2
Nicholas Pileggi,My Life,2
Barbara Leaming,' ' Orson Welles,2
Catherine Deneuve,"( "" Berry Christmas",2
Virginia Woolf,Ms. Leland - St,2
Long Island,Jack Nicholson,98
Laura Mars,Julia Barry,2
Paul Newman,Jack Nicholson,378
My Mother Taught Me,Lee Strasberg,5
Samuel Zachary Arkoff,Sam Arkoff,2
Peter Fonda,Brooke Hayward,9
Edouard Ruault,Barbra Streisand,5
Vincent Canby,Sean Penn,6
Marlon Brando,Elvis Presley,10
Lolita ( Sue Lyon,Kirk Douglas,5
My Mother Taught Me,Bob Hope,5
Tom Buchanan,Jill Clayburgh,2
Roosevelt Taylor,Lillian Rose Watkins,2
Jessica Heeps,Howard Ashman,2
Henry Moore,Francis Bacon,2
Jack Nicholson,' ' Alvin Ailey American Dance Theater,48
Orson Welles,Marlene Dietrich,5
Lillian Carter,Bessie Lillian Gordy,2
Peter Fonda,""" Machine Gun Kelly",9
Ringo Starr,Elton John,3
Johnny Carson,Fred Travalena,2
Laura Mars,Elaine Edelman,2
Yves Montand,Cy Coleman,2
Richard Gere,Denzel Washington,2
Ilona Sommer,Baruch College,2
Michael Kidd,Len Cariou,2
Greta Garbo,Brooks Brothers,2
Isabella Rossellini,Calvin Klein,2
Tom Wolfe,Paloma Picasso,2
Diana Lane,Debbie Reynolds,2
Sam Arkoff,Peter Lorre,2
Paula Ellis,John Frankenheimer,4
You When You Know I,Me When I Said I Love You When You Know I,2
Lee Strasberg,Anthony Colon,5
Stanley Kubrick,Peter Sellers,6
Victoria Shaw,Efrem Zimbalist Jr.,2
President John F. Kennedy,Billy Crystal,2
Robert Redford,Freddie Fields,2
Vito Corleone,Dorothy Pennebaker Brando,2
Sam Arkoff,Boris Karloff,2
James Dean,Arthur Miller,6
Nicholas Ontiveros,Edward James Olmos,2
Kurt Russell,Jack Nicholson,49
Sam Arkoff,Annette Funicello,2
Agnes Moorehead,' ' Orson Welles,2
Robin Williams,Griffin Fariello,2
Truman Capote,Kit Golden,4
Simon Bucharoff,Irving Berlin,2
Jed Bernstein,Dick Wolf,2
Greta Garbo,Calvin Klein,2
Tex - Mex,David Lynch,3
Royal Wedding,Judy Garland,3
Raymond Shaw,John Huston,3
My Mother Taught Me,Mr. De Niro,2
Otto Petersen,Late Show With David Letterman,2
Stanley Kauffmann,Jackie Gleason,4
John Milius,David Cronenberg,2
Jerry Buss,Douglas Aircraft,2
Humphrey Bogart,""" Al Capone",3
Montgomery Clift,Don Corleone,2
Denzel Washington,Bill Murray,3
Yves Montand,Ira Gershwin,2
Key West,' ' Alvin Ailey American Dance Theater,2
Jackson State,Bob Waterfield,2
Jack Nicholson,Dale Wasserman,48
Peter Fonda,Frank Sinatra,11
Julia Child,Harry Met Sally,2
Paul Newman,Humphrey Bogart,9
John A. Alonzo,Jack Nicholson,48
You Believe Me When I Said I Love You When You Know I,Irving Berlin,2
Scott Peacock,Dorcas Avedon,2
Santa Monica,Jack Nicholson,48
Konstantin Stanislavski,Harold Clurman,2
Perry Lane,""" One Flew Over",2
James Jackson,Jackie Robinson,3
Ross Macdonald,Jeff Bridges,2
Isabella Rossellini,Barbara Levin,2
Peter Fonda,Diane Koehnemann Bay,9
Sherry Nelson,Elia Kazan,4
Raymond Shaw,Kathleen Turner,2
Veronica Lake,Robert Plavik,2
Richard Rodgers,Judy Garland,3
Larry Smith,' Lucky Numbers,2
My Mother Taught Me,Hong Kong,3
Charles Griffith,Charles B. Griffith,2
Pearl Harbor,Annette Funicello,2
Michelle Phillips,Brooke Hayward,2
Judy Garland,Fred Allen,3
John Milius,Charles Bronson,2
Sissy Spacek,Julie Christie,3
Mary Bono,John Jr.,3
Sidney Poitier,Dean Martin,5
Tin Pan Alley,Judy Garland,3
James Dean,Billy Wilder,5
Joe Roth,Frankie Avalon,2
Efrem Zimbalist Jr.,Edd Byrnes,2
Robert Goulet,Larry Kert,2
Peter Sellers,Elvis Presley,5
Rita Hayworth,Rex Harrison,2
Peter Biskind,Oona O'Neill Chaplin,2
Jack Gould,Edward G. Robinson,4
Warner Brothers,Francis Ford Coppola,8
Terry Southern,Stanley Kubrick,5
Otis Young,El Mahdi,2
Hugh Hastings,Bill Gillespie,2
Duffy Square,Artur Rodzinski,2
Mark Rothko,Ben Nicholson,2
Stella Adler,Charlie Sheen,4
Sergei Yesenin,Bill Murray,3
Kobe Bryant,Karen Demel,2
Jill Clayburgh,He Said,3
Marion Cunningham,John Nicholson,2
James B. Harris,Humbert Humbert,2
Vincente Minnelli,Debbie Reynolds,2
Sissy Spacek,Al Pacino,3
Ross Macdonald,Elliott Kastner,2
James B. Bakalar,Euphemia Blackburn,2
Red - Dirt Marijuana,Christopher Isherwood,2
My Pants,""" "" Hot Rod Gang",2
Katharine Cornell,His Mercury Theater,2
Sanford Meisner,Dag Drollet,2
Nathanael West,Gail Dugan,2
Jack Nicholson,Diane Sobol,48
Ralph Harold Waite,Michael Learned,2
Mr. De Niro,Lee Strasberg,5
Pat Boone,Kirk Douglas,5
Pierre Levai,Mira Godard,2
Billy Carter,Bessie Lillian Gordy,2
Rachel Fershleiser,Kurt Russell,3
Karen Silkwood,Helen Gurley Brown,3
So Paulo,Meryl Streep,4
Theodore Stamos,Jackson Pollock,2
James Caan,Cliff Robertson,2
Francis Ford Coppola,Edward Norton,6
My Neck,Clarence Thomas,2
Barbara Hepworth,A Viennese Oilman Frank Lloyd,2
Lennie Briscoe,Jerry Orbach,2
Leonard Bernstein,Andy Warhol,3
Nick Nolte,Christopher Jones,2
Mireille Mathieu,Blossom Dearie,2
Konstantin Stanislavski,Harold Brodkey,2
Sidney Poitier,"( "" Berry Christmas",4
Love With You,Bob Fosse,2
Keenan Wynn,Buck Henry,2
Libby Holman,Francis Ford Coppola,6
Stanley Kauffmann,Herman J. Mankiewicz,2
Perry Lane,Gary Sinise,2
Victoria Shaw,Roy Huggins,2
Terence Malick,Laura Ellen Ziskin,2
Sally Gracie,Robert Aldrich,2
Janie Drexel,Jack Kent Cooke,2
Frankie Avalon,Annette Funicello,2
Warner Brothers,Meg Tilly,4
Sidney Lumet,""" Al Capone",3
Virginia Woolf,", Sharmagne Leland - St",2
Twyla Tharp,Ned Rorem,2
Jack Nicholson,Gene Hackman,48
Herta Menzel,Harry Fischer,2
Tony Bennett,Harold Adamson,2
Humphrey Bogart,Gen. George S. Patton,3
No Way Out,Elaine Edelman,2
James B. Harris,Barry Lyndon,2
Lillian Hellman,Ayn Rand,2
Len Cariou,Diana Lane,2
Gloria Steinem,Alice Arlen,2
Sherry Nelson,""" An Enemy",2
Sada Thompson,Ernest Borgnine,2
John Coltrane,Charles Mingus,2
Esther Williams,Cy Coleman,2
Don Corleone,Ben Hecht,2
Warren Beatty,My Mother Taught Me,4
My Mother Taught Me,Maxwell Anderson,2
Jack Nicholson,""" Virginia Woolf",48
Gene Hackman,Burt Reynolds,2
Dennis Hopper,Brian De Palma,9
Jane Powell,I Love You When You Know I,2
Rudolf Hess,Marty Pilletti,2
Leonard Bernstein,Jack Nicholson,48
Truman Capote,Larry King Live,4
Peter Shaffer,Elliott Gould,3
Leo Ferre,Jacques Brel,2
Vito Corleone,George C. Scott,4
Fred Astaire,A Young Gershwin As Role Model During,3
Polly Bergen,Jackie Gleason,4
Terry Southern,Natalie Wood,5
Maxwell Anderson,Burt Lancaster,3
Larry King Live,Ann Douglas,2
Sheldon Harnick,Frank Loesser,2
Yuri Neyman,Steven Spielberg,3
My Life Is Black,Jack Mitchell,2
Timothy Leary,Dorothy Gale,2
Prince Albert,Charles Aznavour,2
Frank Sinatra,Audrey Simon,4
George Bernard Shaw,Dorothy Pennebaker Brando,2
Walt Disney Studios,Samuel Zachary Arkoff,2
James Barton,Frances Fink Levy,2
Ralph Lauren,Candice Bergen,2
Tessa Kennedy,Robert Mitchum,2
Key West,Anthony Quinn,3
Duffy Square,Dr. Robert Scotto,2
Joan Crawford,A Young Gershwin As Role Model During,2
Claire Bloom,Charley Malloy,2
George C. Scott,' ' Free Money,4
Wim Wenders,Charlie Sheen,3
Jack Nicholson,Jack Gould,48
Sky Masterson,John Raitt,2
Gus Levy,Dustin Hoffman,3
Rachel Fershleiser,Jacob Bernstein,2
Elia Kazan,", Sharmagne Leland - St",4
Richard Benjamin,Ellen Burstyn,2
Slim Pickens,Red - Dirt Marijuana,2
Richard Avedon,John T. Edge,2
Mindin ' My Business,Ira Gershwin,2
Stanley Kubrick,Edward G. Robinson,6
Jack Nicholson,A Dime Western,48
Harold Brodkey,Cheyenne Brando,2
Peter Fonda,Margaret Sullavan,9
Gregg Toland,An Unorthodox Style His,2
Edward Norton,Dorothy Pennebaker Brando,2
Jack Nicholson,Christopher Isherwood,48
Marlon Brando,Eva Marie Saint,9
Lona Palmieri,George Dudley,2
Truman Capote,Aaron Sorkin,4
Sidney Lumet,Rodney Stephen Steiger,3
John Gagliardi,Dr. Ruby Higgins,2
New York County Surrogate Court,Morton Levine,2
Louise Fletcher,Jefferson Airplane,3
Stanley Kauffmann,Joseph Cotten,2
Walt Disney Studios,Don Johnson,2
Peter Fonda,Boris Karloff,9
Katharine Cornell Through Thornton Wilder,Agnes Moorehead,2
Rodney Stephen Steiger,George C. Scott,4
Montgomery Clift,Eva Marie Saint,2
Jim Harrison,Jack Nicholson,48
Judith Jones,John T. Edge,2
Natalie Wood,Jack Mitchell,4
Ron Fellows,Charles B. Griffith,2
Bill Gillespie,Andrei Vishinsky,2
Pau Gasol,Kareem Abdul - Jabbar,2
Jack Mitchell Photographs,Angela Lansbury,2
You Believe Me When I Said I Love You When You Know I,Simon Bucharoff,2
William Styron,Paloma Picasso,3
No Way Out,Jack Nicholson,48
Brooke Shields,Barbara Levin,2
Rudolph Hess,Rudolf Hess,2
Meg Ryan,Kevin Costner,4
Johnny Depp,Bela Lugosi,3
Vito Corleone,Marc Antony,2
Marsha Mason,Jack Nicholson,48
Robert Goulet,Detective Lennie Briscoe,2
Sidney Poitier,Peter William Fields,4
Paul Newman,Marlon Sr,8
Mr. De Niro,Francis Ford Coppola,6
Meg Ryan,Dan Greenburg,3
Jackson Pollock,Ad Reinhardt,2
Lillian Hellman,Estelle Reiner,2
Sean Penn,Bob Hope,5
Jerome Bernard Orbach,Dick Wolf,2
Sterling Hayden,Olympia Press,3
Natalie Wood,Elizabeth Taylor,5
Paul Zaentz,Lynda Redfield,2
Will Firth,Tom Cruise,4
Jack Nicholson,Deborah Condon,48
Norman Ziegler,Dennis Hopper,9
Sammy Davis Jr.,Long Island,3
Hong Kong,George Bernard Shaw,3
Kathy Fields Lander,George Lucas,3
Debbie Reynolds,Al Jolson,3
Jack Nicholson,' Robin Meets Maid Marian,48
Pamela Kerry Fields,Dean Martin,3
Janet Maslin,His Bluejeans,3
Neil Simon,John Lennon,3
Sabrina Calley,Meg Tilly,2
Bob Hope,Anthony Quinn,6
Susannah York,Goldie Hawn,2
Jay Cantor,His Bluejeans,2
Marc Antony,Jay Cantor,2
Marc Blitzstein,Jackie Gleason,4
Simon Bucharoff,Al Jolson,3
William Inge,Vladimir Nabokov,3
Montgomery Clift,Anna Kashfi,2
Mindin ' My Business,Clark Gable,2
Len Cariou,Lady Be Good,2
Yoko Ono,Arnold Schwarzenegger,2
Marc Blitzstein,Barbara Leaming,2
Peter Ziegler,Ed Graczyk,2
Me When I Said I Love You When You Know I,Debbie Reynolds,2
Libby Holman,Len Cariou,2
Fred Zinnemann,Anna Justine,2
Jed Bernstein,Jack Rosenthal,2
Louis Arkoff,Francis Ford Coppola,6
Stanley Kauffmann,Kenneth Tynan,2
Sean Penn,George Bernard Shaw,2
Michelle Phillips,Dennis Lee Hopper,2
Rudolph Hess,Arthur Miller,3
Warren Cowan,Jerry Lewis,5
Terry Gilliam,Jack Nicholson,48
No Way Out,Laura Mars,2
Paula Ellis,Hugh Hastings,2
Twyla Tharp,Key West,2
Saul Zaentz,Ken Babbs,4
Michael Landon,Charles Bronson,2
Sri Lanka,Caroline Smart,2
Tessa Kennedy,Elliott Gould,3
Lawrence Hauben,Jack Kerouac,3
William Devane,Saul Zaentz,4
Marlene Dietrich,Joseph Cotten,2
Robert De Niro,John F. Kennedy,4
Tina Turner,Bel Air,2
William Cameron Menzies,""" Dick Tracy",2
Harold Clurman,Anna Kashfi,2
Dallas County,' My Fair Lady,2
Neal Cassady,Fred A.,2
Simi Valley,Catherine Lesh,2
Tony Curtis,Peter Sellers,4
Ralph Bakshi,Demi Moore,2
Universal Pictures Lew Wasserman,Jack Nicholson,48
Vito Corleone,Don Corleone,2
Harold Brodkey,Ben Hecht,2
Truman Capote,Neil Simon,5
Pauline Kael,Ben Hecht,4
Kathy Fields Lander,Barbra Streisand,5
Young Burton,Francis Ford Coppola,6
Jerome Bernard Orbach,Alfred Drake,2
Helen Gurley Brown,Clarence Thomas,3
Warner Brothers,Daria Halprin,4
Peter Bogdanovich,James Caan,2
Sally Gracie,Arthur Miller,3
Jerry Lewis,David Begelman,5
Lee Strasberg,Jessica Tandy,6
Jack Nicholson,David Brown,48
Lynda Redfield,Jack Nicholson,48
Jack Nicholson,( Fernando Ramos,48
Karen Demel,General Manager Mitch Kupchak,2
Royal Wedding,Cy Coleman,2
Kathy Fields Lander,Dean Martin,3
My Lovely,Marlon Brando,9
Virginia Nicholson,' ' Orson Welles,2
Jack Nicholson,Bill Blass,48
Bernardo Bertolucci,Alain Delon,3
Truman Capote,Marc Antony,4
George Gershwin,Burton Lane,2
Golda Meir,Billy Carter,2
Terence Malick,Laura Mars,2
Scott Rudin,Nicholas Pileggi,2
Billy Flynn,Annie Get Your Gun,2
Vincente Minnelli,A Young Gershwin As Role Model During,2
Rex Harrison,John F. Kennedy,4
Viking Press,Louise Fletcher,3
Bob Kane,' Robin Meets Maid Marian,2
Ulista Jean Brooks,Dean Kent Brooks,2
Sterling Hayden,Peter George,3
Keenan Wynn,Carol Kauffman,2
William Zsigmond,Dennis Hopper,9
Lou Grant,George Furth,2
Robert Motherwell,David Smith,2
Alain Delon,Agence France - Presse,3
Ira Gershwin,Bob Fosse,2
Louis Arkoff,Donna Roth,2
Wim Wenders,Marlon Brando,9
Hillary Kaye,Clark Gable,2
India Brooks Civey,Dr. Dean Brooks,2
Charlie Sheen,Burt Lancaster,4
Hong Kong,Anna Kashfi,3
Sally Kimball,Diane Sobol,2
Woody Allen,Barbra Streisand,7
"Long Goodbye,''''The Missouri Breaks",Elliott Kastner,2
Jay Cantor,Edward Norton,2
Woody Allen,Jackie Gleason,6
Raymond Shaw,Janet Roach,2
Michelle Phillips,Ed Ruscha,2
Tom Petty,Dennis Hopper,9
Janis Joplin,Alan Freed,2
Gene Hackman,Cliff Robertson,2
Olympia Press,Lee Hill,2
Richard Gere,Julia Roberts,2
Marlon Brando,Harold Brodkey,9
Warren Beatty,Marc Antony,4
Richard Burton,Elliott Kastner,4
Estelle Reiner,Beverly Hills High School,2
Woody Allen,David Begelman,4
Joseph Mantel,Jack Nicholson,48
Montgomery Clift,George Bernard Shaw,2
Young Burton,Frances Fink Levy,2
Margaret Quigley,John C. Truesdale,2
Vincent Price,Sam Arkoff,2
Christian Brando,Charlie Sheen,3
Robert Morse,Larry Kert,3
Sidney Lumet,Humphrey Bogart,4
Helen Gurley,Aaron Sorkin,2
Richard Chamberlain,Anthony Perkins,2
Lawrence Hauben,Jefferson Airplane,3
David Cronenberg,Charles Bronson,2
Jimmy Buffett,Jamie Potenberg,2
Jack Mitchell,Angela Lansbury,2
Robert Altman,Meryl Streep,4
