id,title,firstSentence
29962,"Gordon Wilson, 67, Campaigner For Peace in Northern Ireland","Gordon Wilson, a Northern Ireland Protestant who was made a senator of the Irish Republic after he forgave the I.R.A."
55763,Tommy Tucker Dead; Band Leader Was 86,"Tommy Tucker, a big-band leader of the 1940's, died Tuesday."
14598,"Raphael B. Malsin, 95, Leader Of Lane Bryant Retail Chain","Raphael B. Malsin, who served for more than three decades as a top executive of the Lane Bryant retail chain founded by his mother, died on Friday at his home in Harrison, N.Y."
45801,"Bernard Lafferty, the Butler For Doris Duke, Dies at 51","Bernard Lafferty, the butler who became a millionaire after the death of Doris Duke, the lonely tobacco heiress he had befriended, died in Los Angeles yesterday."
59157,"Zelda Foster, 71, Pioneer in Hospice Care","Zelda Foster, a social worker and early leader of the hospice movement who wrote a seminal article in 1965 attacking what she called the ''conspiracy of silence'' facing dying patients in hospitals, died on July 4 at her home in Park Slope, Brooklyn."
31298,"Warner A. Morse, 53, Philosophy Professor","Warner Alden Morse, a professor in the department of philosophy at the University of Kansas in Lawrence for 25 years, died Monday at St. Francis Medical Center in Topeka."
16534,Mike Sandlock Dies at 100; Was Oldest Living Big Leaguer,"Mike Sandlock, a catcher and infielder for three National League teams who achieved his foremost baseball distinction decades after his playing days were over when he became the oldest living former big league ballplayer, died at his home in Cos Cob, Conn., on Monday, the day after opening day."
13276,"Tom Stith, 71, All-American at St. Bonaventure","Tom Stith, a two-time all-American forward and center who brought St. Bonaventure University to national basketball prominence in the early 1960s, then overcame tuberculosis and went on to play for the Knicks for a season, died Sunday at a hospice in Melville, on Long Island."
17278,"Vivian Cadden, 78, Writer and Editor","Vivian Cadden, a New York writer and magazine editor, died on Thursday at Lenox Hill Hospital."
13277,"Lou Boudreau, a Longtime Player-Manager and Hall of Fame Shortstop, Dies at 84","Lou Boudreau, the Hall of Fame shortstop who both managed the 1948 Cleveland Indians and played inspired shortstop to lead them to their first American League pennant in 28 years and the World Series championship, died yesterday at a hospital in Olympia Fields, Ill."
23678,"William H. Oldendorf, 67, Dies; Developed X-Ray Imaging Device","Dr. William H. Oldendorf, a medical researcher whose work helped lead to the development of the CAT scan and magnetic resonance imaging technology, died in a Los Angeles hospital on Dec. 14."
11225,"SIDNEY FRIEDMAN, EX-BANKER, DEAD","Sidney Friedman, a lawyer and former chairman and chief executive officer of the National Bank of North America, died Monday at New York Hospital after a brief illness."
11412,"Joseph Wasserman, 73, Housing Architect","Joseph Wasserman, an architect active in community planning and affordable housing, both urban and rural, died on June 25 at his home in Stockbridge, Mass."
22784,"Harry Ginsberg, 102; Led Box Manufacturer","Harry Ginsberg, a philanthropist and industrialist who founded the National Container Corporation, died on Tuesday at his home in Manhattan."
28959,"Art D'Lugoff, Village Gate Impresario, Dies at 85","Art D'Lugoff, who was widely regarded as the dean of New York nightclub impresarios and whose storied spot, the Village Gate, was for more than 30 years home to performers as celebrated, and diverse, as Duke Ellington, Allen Ginsbergand John Belushi, died on Wednesday in Manhattan."
20650,Maj. Gen. Lucas Beau Dies; Commanded Civil Air Patrol,"Lucas V. Beau, a retired Air Force major general whose career included service as a World War I pilot and as commander of the Civil Air Patrol, died Wednesday at Sibley Memorial Hospital here after suffering a heart attack."
12590,"Jerry Heller, 75, Promoter of N.W.A and Gangsta Rap","Jerry Heller, a veteran music manager who helped introduce N.W.A to the masses and promoted gangsta rap to a mainstream audience, died on Friday in Thousand Oaks, Calif."
31468,"Dzevad Mujezinovic, Diplomat And Ex-Belgrade Envoy to U.S.","Dzevad Mujezinovic, a member of the Yugoslav Government and a former Ambassador to the United States, died Tuesday after a long illness, in the Vojno-Medicinska-Akademija Hospital in Belgrade."
45594,"Cummins Catherwood, Executive, 80","Cummins Catherwood, a former stockbroker, insurance and newspaper executive, died Feb. 3 at his winter home in Cuernavaca, Mexico."
24773,"GEORGE D. VAILL, 75, IS DEAD; HELD MANY POSITIONS AT YALE","George D. Vaill, a former associate secretary of Yale University and for many years its master of ceremonies, died of cancer Friday at his sister's home in Colebrook, Conn."
26918,"William Bright, 78, Expert In Indigenous Languages","William Bright, an internationally renowned linguist who spent more than half a century inventorying the vanishing riches of the indigenous languages of the United States, died on Oct. 15 in Louisville, Colo."
48212,"Jeffrey Carples, 44, Dinkins Aide on Homelessness","Jeffrey Land Carples, a government official in New York City whose 20-year career focused on homelessness and health care, died yesterday at his home in Manhattan."
54324,ROBERT E. MULCAHY JR.,"Robert E. Mulcahy Jr., a prominent home builder in northern New Jersey for many years, died Wednesday at his home in Mendham, N.J."
48697,Bernard Lamotte Dead at 80; Muralist and Book Illustrator,"Bernard Lamotte, a French-born artist, illustrator and muralist whose work decorated several of New York's premier restaurants, died on Wednesday at St. Luke's Hospital of complications following surgery."
47727,"Leonard Karlin, 81, Dies; Polk Award Co-Founder","Leonard Karlin, who helped conceive, develop and run the George Polk Awards, one of journalism's highest honors, died on Friday at a hospice in the Bronx."
48663,"Matthew Houston, 70; Jazz Funeral Marshal","Matthew (Fats) Houston, the grand marshal at many of the jazz funerals in New Orleans, had his own funeral yesterday on the eve of Mardi Gras."
35134,"Thomas Rees, 86, Plastic Surgeon Who Treated Africa","Dr. Thomas D. Rees, an innovative New York plastic surgeon who helped found the Flying Doctors Service of East Africa, a charity that employs a fleet of small planes to provide medical care and save lives deep in the African bush, died on Nov. 14 at his home in Santa Fe, N.M."
16151,"Y. A. Tittle, Discarded Quarterback Who Starred for the Giants, Dies at 90","Y. A. Tittle, the Hall of Fame quarterback who led the Giants to three consecutive National Football League championship games in the early 1960s after the San Francisco 49ers had discarded him as too old and too slow, died on Sunday night in Stanford, Calif."
42579,Clarence Johnson Is Dead at 80; A Top Aircraft Designer in U.S.,"Clarence L. Johnson, one of America's foremost aircraft designers, who developed advanced civilian and military planes, including the U-2, for the Lockheed Corporation, died yesterday at St. Joseph's Medical Center Pavillion in Burbank, Calif."
11122,"Myron Minskoff, 83, of a Family of Builders","Myron A. Minskoff, a real estate executive who oversaw the construction of sizable business and residential buildings in New York and other cities, died on Dec. 17 at his home on the Upper East Side of Manhattan."
25444,EARL WILSON DIES AT AGE 79; CHRONICLER OF SHOW BUSINESS,"Earl Wilson, who chronicled New York's night life for four decades in a chatty syndicated column that originated in The New York Post, died yesterday at St. Joseph's Medical Center in Yonkers."
53375,"Fred Hift, Journalist and Film Executive, 74","Fred Hift, a journalist and former film executive, died on July 6 at New York Hospital in Manhattan."
21637,"Russell P. Saunders; Organist, 71","Russell P. Saunders, a leading organist and professor of organ at the Eastman School of Music in Rochester, died on Sunday at the Universalist Church in Rochester."
21426,"Richard A. Clarke, 72, Former Chief of a Utility","Richard A. Clarke, a former chairman and chief executive of the Pacific Gas and Electric Company, died on Dec. 14 at his home in San Rafael, Calif."
34588,"Lawrence Shurtliff, 61, a k a Ramrod","Lawrence Shurtliff, a longtime crew member for the Grateful Dead better known as Ramrod, died here on Wednesday."
45201,"Peter Elias, 78, Noted Theorist Of Information and Computers","Peter Elias, a theorist in the field of information and computer science, died on Dec. 7 at his home in Cambridge, Mass."
36244,"Robert Taylor, 59; Won 2 Medals in '72 Olympics","Robert Taylor, the American sprinter who won gold and silver medals in the 1972 Olympics in Munich after two of his teammates were memorably disqualified because of a scheduling mix-up, died Tuesday in Houston."
30017,"Richard Taylor, 56; Determined How Kangaroo Survived","C. Richard Taylor, a biology professor who studied why prehistoric kangaroos survived the advent of man (it is all in the hop) and why certain antelopes almost never drink, died on Sunday at Emerson Hospital in Concord, Mass."
49257,"Marshall Nirenberg, 82, Biologist Who Untangled Genetic Code, Dies","Marshall W. Nirenberg, a biologist who deciphered the genetic code of life, earning a Nobel Prize for his achievement, died Friday at his home in Manhattan."
29703,"John Lewis Cobbs, 74, Ex-Editor of Magazine","John Lewis Cobbs, a former editor of Business Week magazine, died on Sunday at Memorial Hospital in Easton, Md."
23637,"Dr. Edgar H. Bates, 84, Ex-Professor of Surgery","Dr. Edgar H. Bates, a retired professor of surgery at the New York University Medical School, died of a stroke on Feb. 14 at North Shore University Hospital in Manhasset, L.I."
31978,"Francisco Ayala, a Spanish Novelist And Literary Scholar, Is Dead at 103","Francisco Ayala, an eminent Spanish novelist whose work explored societies in which there is much despotism and little benevolence, died on Tuesday at his home in Madrid."
32155,"ROMY SCHNEIDER, THE ACTRESS, DIES IN PARIS APARTMENT AT 43",The actress Romy Schneider was found dead today in the Paris apartment where she lived. She was 43 years old.
34479,"Frances Koestler, 78, Expert on Blindness","Frances Adlerstein Koestler, an author and an expert on blindness, died on Thursday at Beth Israel Medical Center in Manhattan."
31034,"Al Masini, 'Entertainment Tonight' Creator, Dies at 80","Al Masini, a creator of hit television shows that often focused on glamour and fame, among them ''Lifestyles of the Rich and Famous'' and ''Entertainment Tonight,'' the breezy show business news program that has run for 29 years, died on Monday in Honolulu."
33178,"Johnny Tapia, a Champion Amid Chaos, Dies at 45","Johnny Tapia, a prizefighter who won world titles in three weight classes in a chaotic life that included jail, struggles with mental illness, suicide attempts and five times being declared clinically dead as a result of drug overdoses, was found dead at his home in Albuquerque on Sunday."
60692,"Jose Durand, Professor And Author, Dies at 64","Jose Durand, a professor in the department of Spanish and Portuguese of the University of California at Berkeley, died last Sunday while on a sabbatical in his native Lima, Peru."
25327,John MacVane Dies; Radio Correspondent,"John MacVane, a leading network raido correspondent for more than three decades until his retirement in 1977, died of a heart attack Jan. 28 at a hospital in Brunswick, Me."
11815,George Gipe Is Dead at 53; A Film and Television Writer,"George Gipe, a screenwriter who collaborated on such film comedies as Steve Martin's ''Dead Men Don't Wear Plaid'' and ''The Man With Two Brains,'' died Saturday shortly after being stung by a bee, according to the police."
30595,"Vincent La Selva, 88, Creator and Conductor Of the Grand Opera, Dies","Vincent La Selva, who exuberantly weathered thunderstorms, flimsy sets, crackling audio, frayed costumes and sometimes inexpert performers so that his spare but enormously popular company, the New York Grand Opera, might live up to its lofty name, died on Monday in Parma, Ohio."
22744,"Jessy Dixon, 73, Gospel Singer and Songwriter","Jessy Dixon, a singer and songwriter who helped popularize gospel music with his energetic style and who found a wider audience touring and recording with Paul Simon, died on Monday at his home in Chicago."
53385,Rev. Daniel J. Sexton Is Dead Retired Priest in Manhattan,"The Rev. Daniel J. Sexton, who had last been attached to the Roman Catholic Church of Our Savior at 59 Park Avenue, died Thursday at his home in Manhattan."
26035,N.A. Jewell Is Dead at 90; Tricked Germans in WWII,"N.A. Jewell, the British submarine commander who set afloat the body of ''the man who never was'' in an elaborate ruse to confuse the Germans about the Allies' invasion plans in World War II, died Aug. 18 in Richmond Upon Thames, Surrey, England."
32465,"Thomas Campbell; Scholar, 57, Wrote On Foreign Policy","Thomas Moody Campbell, a scholar and author on 20th-century American foreign policies and relations, died on July 11 at a hospital in Tallahassee, Fla."
40130,at 83,"William S. Burroughs, a renegade writer of the Beat Generation who stunned readers and inspired adoring cultists with his 1959 book ""Naked Lunch,"" died on Saturday evening at Lawrence Memorial Hospital in Lawrence, Kan."
12969,"William Murray, Novelist And New Yorker Writer, 78","William Murray, a versatile and prolific writer who divided his talents between Italy, principally as a contributor to the ''Letter from Italy'' column for The New Yorker magazine, and a series of mysteries set at a California racetrack, died on Wednesday in Manhattan."
23486,"Penny Binn Binstock, 58, a Psychologist","Penny Binn Binstock, a clinical psychologist, died on Tuesday at St. Vincent's Hospital and Medical Center of New York from injuries she suffered in a fall."
311,Anthony Sisti Is Dead at 82; Boxer Who Became an Artist,"Anthony J. (Kid Tony) Sisti, a boxer turned artist who painted President Franklin D. Roosevelt and other well-known people, died Thursday."
38949,"Irving Howe, 72, Critic, Editor and Socialist, Dies","Irving Howe, the literary critic and founding editor of Dissent magazine, who spent a lifetime advancing the cause of humane, democratic socialism, died early yesterday morning at Mount Sinai Hospital."
36445,"Sathya Sai Baba, 84, Guru With Millions of Followers","Sathya Sai Baba, a Hindu guru revered by millions worldwide, died Sunday near his ashram here."
50811,"Paul Ostrove, 73, the Name Behind the Paul Stuart Clothing Store","Paul Stuart Ostrove, the executive vice president who suavely presided over the selling floor of the Madison Avenue clothing store that was named for him, died on Nov. 21 at his home in Roslyn, N.Y."
203,"Roman Herzog, 82, President Who Guided Germany in '90s","Roman Herzog, who as Germany's second president after reunification called for ''confidence and joie de vivre'' during a time of economic malaise, died on Tuesday in Bad Mergentheim, Germany."
30907,"MAY MACAVOY, STAR OF 20'S SILENT FILMS; ROLE IN 'JAZZ SINGER'","May McAvoy, the silent -screen actress with a wide-eyed innocent look who was Al Jolson's leading lady in the landmark 1927 talking picture ''The Jazz Singer,'' and who was once described as a ''star-eyed goddess'' by Carl Sandburg while the Chicago poet was a newspaper film reviewer, died April 26 in Los Angeles."
42560,"BILL ROBERTS, EARLY REAGAN ADVISER, IS DEAD AT 63","Bill Roberts, a founder of political consulting and the manager of Ronald Reagan's entry into politics in 1966, died of heart failure Thursday in California after a long battle with diabetes."
17571,"Joe Scarpa, Professional Wrestler","Joe Scarpa, who became one of the best-known professional wrestlers of the 1970s and '80s after he took on the persona of Chief Jay Strongbow, an American Indian whose war dance foretold the downfall of many opponents, died on Tuesday."
11368,"Marvin Liebman, 73, Dies; Conservative for Gay Rights","Marvin Liebman, a militant conservative and anti-Communist who became active in promoting gay rights, died on Monday at George Washington Medical Center in Washington."
36129,"David Bradley, 70, Longtime Executive At Missouri Papers","David R. Bradley, chairman of the St. Joseph News-Press and Gazette Company in Missouri, died Sunday of complications after heart surgery at St. Luke's Hospital in Kansas City, Mo."
38444,REV. OBERIA DEMPSEY IS DEAD; FOUGHT DRUG ABUSE IN HARLEM,"The Rev. Oberia D. Dempsey, a Harlem minister who crusaded against narcotics for more than two decades, died Saturday of a pulmonary embolism at Harlem Hospital."
31509,"Irvine Robbins, Ice Cream Entrepreneur And a Maestro of 31 Flavors, Dies at 90","Irvine Robbins, who with his brother-in-law, Burton Baskin, started the Baskin-Robbins chain of ice cream stores -- together concocting quirky flavor combinations with names like Daiquiri Ice, Pink Bubblegum and Here Comes the Fudge -- died on Monday near his home in Rancho Mirage, Calif."
57603,"A. Louise Brush Dies; Retired Psychiatrist, 79","A. Louise Brush, a retired psychiatrist, died on Tuesday at Greenwich Hospital in Connecticut."
12660,"PAUL L. SITTON, 60; TRANSPORTATION AIDE IN JOHNSON'S TENURE","Paul L. Sitton, the first Administrator of the Urban Mass Transportation Administration and a senior official at the National Academy of Sciences, died Wednesday of a liver ailment."
60487,"Brian Roberts; Newspaper Editor, 81","Brian Roberts, a newspaper editor who was tried and acquited for championing press freedom over a Government report on the Nigerian civil war, died Thursday, his family said."
10638,"Miodrag Bulatovic; Novelist, 68","Miodrag Bulatovic, a Yugoslav novelist whose books were known for their graphic portrayals of sex, violence and decay and for their black humor, died on Thursday."
15793,"Herbert Sadkin, 72, Former L.I. Developer","Herbert Sadkin, a former Long Island builder and developer, died of cancer Thursday at Mount Sinai Hospital in Miami Beach, Fla."
57552,Stanford Scholar Dies In a Fall in Philippines,"Michelle Z. Rosaldo, an associate professor of anthropology and a feminist scholar at Stanford University, died on Sunday in a hiking accident in the Philippines, where she was working on a research project, the university said."
10352,"Michelle Cliff, 69, Is Dead; Wrote of the Damage Done by Colonialism and Racism","Michelle Cliff, a Jamaican-American writer whose novels, stories and nonfiction essays drew on her multicultural identity to probe the psychic disruptions and historical distortions wrought by colonialism and racism, died on June 12 at her home in Santa Cruz, Calif. She was 69."
20270,"Bishop John Allin, Who Led Episcopalians, Is Dead at 77","Bishop John Maury Allin, the 23d presiding bishop of the Episcopal Church, who was a pivotal supporter of Mississippi's effort to rebuild burned black churches in the 1960's but was an ardent critic of the ordination of women, died on Friday in Jackson, Miss."
33972,"Arnie Zane, 39, Choreographer and Dancer, Dies","Arnie Zane, a choreographer, dancer and co-artistic director of Bill T. Jones-Arnie Zane and Company, a leading postmodernist dance troupe, died of AIDS-related lymphoma on Wednesday night at his home in Valley Cottage, N.Y."
2063,"Robert Leighton, 77, Physicist Involved in Space Exploration","Dr. Robert B. Leighton, a wide-ranging physicist whose work on telescopes and space exploration gave astronomers new views of the universe, died on Sunday at a nursing home in Pasadena, Calif., where he lived."
17665,BEATRICE M. LEY,"Beatrice M. Ley, an artist and horticulturist, died Saturday at her home in the Bald Peak Colony Club in Melvin Village, N.H. She was 89 years old."
11385,"Richard Conners, 85, Legislator Called 'Dean of the Assembly'","Richard J. Conners, who spent 50 years in political office in Albany, most recently in the New York State Assembly, died on Sunday at a nursing home in Cohoes, N.Y."
17639,"Nelson C. Walker, 79, Retired Family Doctor","Dr. Nelson Clark Walker, a retired family practitioner in Hackensack, N.J., died Saturday at Southampton Hospital."
1176,84,"At the turn of the 20th century, when Claude Debussy sat down to write his haunting piano piece ''Claire de Lune,'' he had before him little more than pen, paper and piano."
35794,"Mortimer Edelstein, Lawyer, 85","Mortimer Edelstein, a lawyer who was assistant general counsel to the Port Authority of New York and New Jersey before he became a partner in the law firm of Paul, Weiss, Wharton & Garrison, died on Thursday at his home in Longboat Key, Fla., where he had retired in 1977."
25436,"John Palm, Imprisoned 44 Years in Connecticut","John Palm, who spent more time in Connecticut prisons than anyone else in the state's history, died today in a maximum security facility here."
49289,"Franz Jolowicz, Owner Of Discophile, Dies at 86","Franz Jolowicz, the owner of the former Discophile record shop, a Greenwich Village institution that was for decades a mecca for classical record collectors, from the ardent to the insatiable to the merely obsessive, died on Nov. 8 at his home in the Village."
26220,George L. Mehren Is Dead at 79; Ex-Official in Agriculture Dept.,"Dr. George L. Mehren, an internationally renowned agricultural economist who served as Assistant Secretary of Agriculture in the Kennedy and Johnson Administrations, died Saturday night at Santa Rose North Hospital in San Antonio."
23176,"Timothy Gordon; Actor, 71","Timothy Gordon, the founder of the S.R.O."
49703,"Milton Blutnick, 69, Survivor of Holocaust","Milton Blutnick, who survived two Nazi camps and became a leader in organizations dedicated to commemorating the Holocaust and helping its survivors, died on Wednesday at his home in Forest Hills, Queens."
40233,"Edna Levine, 75, a Psychologist Who Founded Programs for Deaf","Edna Simon Levine, a psychologist who founded many programs to help deaf people, died on April 7 at Lenox Hill Hospital in Manhattan."
2132,Christopher Jackman Dies at 74; Longtime Legislator in New Jersey,"State Senator Christopher J. Jackman, a legislator in New Jersey for more than 20 years and a former Speaker of the Assembly, died on Monday at University Hospital in Newark."
24517,"Francesca Lodge, 95, a Patron of the Arts","rancesca Lodge, a patron of the arts and widow of the former Connecticut Governor and United States Ambassador John Davis Lodge, died on Feb. 25 at her home in Marbella, Spain."
49674,"RALPH KIRKPATRICK, 72, DIES; HARPSICHORDIST AND SCHOLAR","Ralph Kirkpatrick the keyboardist and musicologist, died Friday night at his home in Gullford, Conn."
50822,"Jester Hairston, 98, Choral Expert and Actor","Jester Hairston, a veteran character actor and a conductor and arranger who was praised as one of the leading authorities on black choral music, died Jan. 18 in Los Angeles."
14792,"R. D. Darrell, 84, Dies; Recorded-Music Critic","arrell, a music critic and author who was one of the first American critics to concentrate primarily on recordings, died on Sunday at Kingston Hospital after suffering a stroke earlier in the week."
5711,"Erich Windisch, 89, Is Dead; Revolutionized Ski Jumping","Erich Windisch, whose adjustment to an injured shoulder reshaped the sport of ski jumping, bringing competitors' arms to their sides, died Feb. 14 near his home in Vail, Colo."
12637,"Norman Maclean, 87, a Professor Who Wrote About Fly-Fishing","Norman Maclean, a professor of English who turned his hand to fiction in retirement and wrote an acclaimed book about fishing, died yesterday at his home in the Hyde Park district of Chicago."
22824,"Pete Burns, 85, Rodeo Cowboy and Coach","Pete Burns, a former professional rodeo cowboy and nationally known college rodeo coach who owned one of one of the most intractable bucking bulls of the 20th century, died on Sunday at his home in Laramie, Wyo."
26166,"Martin D. Sutphin, Associated Press Editor, 69","Martin D. Sutphin, a retired supervising editor for The Associated Press who helped coordinate coverage from the 1962 Cuban missile crisis through the Clinton years, died Thursday in Hackensack, N.J."
27040,"Milton Shedd, 79, Co-Founder of SeaWorld",", Calif. Milton C. Shedd, a co-founder of Seaworld, the San Diego aquarium and marine show, died on Friday at his home here."
3356,"Sister R. Mildred Barker, Shaker Leader, 92","Sister R. Mildred Barker, the spiritual leader of Maine's Shaker community, died on Thursday after a long illness."
20354,"ELLEN K. COBBS, 43, LAWYER-SPECIALIZING IN CIVIL-RIGHTS CASES","Ellen Kramer Cobbs, a lawyer who was a former civil-rights specialist for New York City and Planned Parenthood, died of cancer Sunday at her home in Manhattan."
21775,"Rodney Hardesty, 40, A Countertenor, Dies","Rodney Hardesty, a countertenor and a recitalist, died on Jan. 15 in Wichita, Kan."
8652,"Charles Callison, Conservationist And Audubon Leader, Dies at 79","Charles H. Callison, former executive vice president of the National Audubon Society and a major figure in the conservation movement, died on Tuesday at University Hospital in Columbia, Mo."
42048,"J. J. Jackson, 62, Early MTV Video Jockey","ackson, one of the five original MTV video jockeys and an influential black broadcaster on rock radio and on television, died Wednesday in Los Angeles."
1848,LADY FLEMING DIES IN ATHENS; FOE OF NAZIS AND ARMY JUNTA,"Lady Fleming, the Greek-born widow of the British scientist who discovered penicillin, and a prominent political activist, died in Athens today."
4032,"Philip M. Foisie, 73, an Editor At Washington Post and in Paris","Philip M. Foisie, who initiated overseas news coverage at The Washington Post as its foreign editor and later served as the executive editor of the Paris-based International Herald Tribune, died on Tuesday at a hospital."
6085,"Slavomir Stracer, Prague Minister, 55","Slavomir Stracer, Czechoslvakia's Minister of Foreign Trade, died of a heart attack Tuesday."
40123,Jacob Bean Is Dead; Curator of Drawings At the Met Was 68,"Jacob Bean, a connoisseur of Italian and French drawings who was the curator of drawings at the Metropolitan Museum of Art for 31 years, died yesterday at New York Hospital."
45930,"Jane Wyatt, Mother on 'Father Knows Best,' Dies at 95","Jane Wyatt, who reigned as America's ideal suburban mom during the 1950's when she starred with Robert Young in the television sitcom ''Father Knows Best'' and who nearly lured Ronald Colman away from diplomacy and into a lamasery in Frank Capra's 1937 film ''Lost Horizon,'' died on Friday at her home in Bel Air, Calif. She was 95."
31193,"The Rev. Calvin O. Pressley, 69; Urged Clergy to Reach Out","The Rev. Calvin O. Pressley, a former executive director of the New York City Mission Society and an adviser to members of the clergy nationwide on how to manage their churches, died on Friday in Boston."
9211,"Robert Ross, Ad Executive and Novelist, Is Dead at 85","Robert Ross, a retired advertising executive and author of historical suspense novels, died Tuesday in Hendersonville, N.C., where he had lived for the last 23 years, his family said."
56886,"Rudolf Kapustin, 76, Investigator Into Dozens of Airplane Crashes","Rudolf Kapustin, an air crash investigator whose career stretched from the 1963 crash that killed Patsy Cline to the A-300 crash in Queens last November, died on Wednesday at his home in Columbia, Md."
16064,"Milton Fenner 4th, 38, Floral-Design Artist","Milton Marion Fenner 4th, owner of the M. M. Fenner Company, a New York floral-design concern, died at New York University Hospital on May 18 from complications of AIDS."
31986,"Thayer Cumings, Ex-Executive, Dies at 84","Thayer Cumings, an advertising executive who worked for Batten, Barton, Durstine & Osborne and a predecessor agency for more than 30 years, died Sunday after a long illness at his home in York Harbor, Me."
58358,"LANGDON W. POST, 82, DEAD; HOUSING AND LABOR ADVISOR","Langdon W. Post, whose long career in New York City politics and the Federal Government was highlighted by early efforts to improve housing and labor conditions, died Wednesday in San Francisco of heart failure."
387,"Maja Tasic; Yugoslav Official, 35","Maja Tasic, a senior official of Yugoslavia's new, pro-democracy government and a member of Parliament, died in a car crash late Saturday, her political party said today."
34523,"F. X. McDermott, 74, Policeman and Lawyer","Francis X. McDermott, a retired lawyer and New York City police officer, died on Sunday at New Rochelle Hospital."
2633,"Milt Hinton, Dean of Jazz Bassists, Is Dead at 90","Milt Hinton, one of the most recorded musicians of all time and the dean of American bass players, died on Tuesday at Mary Immaculate Hospital in Queens."
23682,JAMES H. CHADBOURN,"James H. Chadbourn, Fessenden Professor of Law Emeritus at Harvard Law School, died Tuesday of cancer at Harvard University's Stillman Infirmary."
5708,"Janet Margolin, Film And TV Actress, 50","Janet Margolin, an actress with a string of roles in the 1960's and 70's including parts in two Woody ALlen movies, died yesterday at her home in Los Angeles."
56980,"Henry Steeger 3d, Civil Rights Leader And Publisher, 87","Henry Steeger 3d, a publisher and a past president of the National Urban League, died on Tuesday at his home in Manhattan."
42528,"William A. Hilliard, 89, Pioneering Black Journalist, Dies","Having faced racial discrimination, Mr. Hilliard, who climbed the ranks at The Oregonian to become editor in chief, made it a focus to not perpetuate stereotypes in news writing."
51967,"Dr. Gray Twombly, Cancer Specialist, 86","Dr. Gray Huntington Twombly, a professor of gynecology at New York University School of Medicine for 20 years until he retired in 1973, died on Tuesday at Hartford Hospital in Connecticut."
49193,"Michael Friedman, Co-Creator of 'Bloody Bloody Andrew Jackson,' Dies at 41","Michael Friedman, a versatile, cerebral, and witty composer and lyricist who brought a historian's eye and a journalistic sensibility to pathbreaking work off and on Broadway, died on Saturday in Manhattan."
55467,"Michael Schimmel, Accountant And Philanthropist, Is Dead at 84","Michael Schimmel, an accountant and philanthropist, died last Wednesday at the Kingsbrook Jewish Medical Center in Brooklyn."
22225,"Leon Hart, 73, Massive End And Heisman Trophy Winner","Leon Hart, who won the 1949 Heisman Trophy as a massive end at Notre Dame and played on Detroit Lions teams that won three National Football League championships, died yesterday at a hospital in South Bend, Ind."
34230,"Hugh McDaid, 53; Fought Sweatshops And Worker Abuse","Hugh McDaid, director of the special task force in the State Department of Labor that polices child labor and other sweatshop conditions in the New York garment industry, died on Friday at the Barbara Cheung Memorial Hospice in Metuchen, N.J."
52532,"Dankwart A. Rustow, 71, Dies; Professor and Middle East Expert","Dankwart A. Rustow, an expert on the Middle East who taught at the City University of New York, died on Saturday in the Memorial Sloan-Kettering Cancer Center in Manhattan."
1811,"Horace Logan, 86; Coined Elvis Catchphrase","Horace Lee Logan, who started the country music radio program ""Louisiana Hayride"" and first said what became the catchphrase ""Elvis has left the building,"" died here on Sunday."
45668,"Barnet Wendroff, Customs Official, 92","Barnet Wendroff, a retired Treasury Department official and former Assistant Deputy Collector of Customs at the Port of New York, died on Saturday at Maimonides Hospital in Brooklyn."
53463,"ALFRED FRANKENSTEIN, LONGTIME MUSIC CRITIC AND AUTHORITY ON ART","Alfred Frankenstein, the author, teacher and former music and art critic of The San Francisco Chronicle, died of a heart attack at Kaiser Medical Center in San Francisco on Monday."
25136,"Gilmore T. Schjeldahl, Early Satellite Builder, Dies at 89","Gilmore T. Schjeldahl, an enterprising American inventor whose knowledge of plastics, adhesives and electronics enabled him to create the world's first communications satellite, died on Sunday in the Berkshire community of Lenox, Mass., his hometown since 1999."
25661,"Virginia Davis McGhee, Early Disney Star, Dies at 90","Virginia Davis McGhee, who as a curly-haired 4-year-old child star easily beat Mickey Mouse to the punch to become Walt Disney's first cinematic star, died last Saturday at her home in Corona, Calif. She was 90."
6599,"PHILIP HOFER, 86, A BOOK COLLECTOR AT HARVARD","Philip Hofer, a book collector and former curator of printing and graphic arts at Harvard University, died Nov. 9 in his sleep at home in Cambridge, Mass."
14875,"George F. Howe, 86; Historian and Author","George Frederick Howe, a historian, author and teacher whose career spanned six decades, died of cancer Jan. 18 at Georgetown University Hospital in Washington."
5979,"Jeffrey Tate, a Conductor Whose Career Was a Worldwide Whirlwind, Dies at 74","Jeffrey Tate, an English conductor whose precise, incisive interpretations of the German repertory and inspired work with singers made him a constant presence at concert halls and opera houses around the world, died on Friday in Bergamo, Italy."
9549,Clare McLean Is Dead at 90; Widow of Ex-A.P. President,"Clare McLean, widow of Robert McLean, former president of The Associated Press and former chairman of The Bulletin in Philadelphia and The Santa Barbara News- Press in California, died Sunday."
48301,"Owen Chadwick, British Scholar of Christianity, Dies at 99","The Rev. Owen Chadwick, an educator and prolific historian of Christianity whose works encompassed sweeping narratives, like his two-volume history of the Victorian church, as well as incisive biographies and vivid pictures of rural church life, died on July 17 at his home in Cambridge, England."
