id,title,firstSentence
42634,Terry Downes Dies at 81; Middleweight Champion Was Britain's Pride,"Terry Downes, a quick-witted middleweight boxing champion from Britain, nicknamed the Paddington Express, who became wealthy outside the ring by investing in legal betting shops and later did a bit of acting, died on Oct. 6 in Hertfordshire."
35411,"Bobby Williams, 86, Who Led Unbeaten Irish to Title in 1949","Bobby Williams, a nimble quarterback who led the Fighting Irish of Notre Dame to an undefeated championship season in 1949, died on May 26 at his home in Timonium, Md."
54869,,"Lucille Benson, a character actress whose 40-year career included appearances with Robert Redford, Marlon Brando and Lucille Ball, died of cancer Friday in a hospital here."
18115,"Sydney Levy; Developer, 78","Sydney Levy, a former real-estate developer in New York City, died on Saturday at the Northridge Hospital in Fort Lauderdale, Fla."
60202,"Yang Huanyi, the Last User Of a Secret Women's Code","Yang Huanyi, the last woman to communicate secretly with others in a rare script used exclusively by women, died Sept. 20 in her home in Hunan Province, China."
41257,"Liviu Ciulei, a Daring Theater Director, Dies at 88","Liviu Ciulei, who was voted best director at the Cannes Film Festival in 1965 and who led the Guthrie Theater in Minneapolis in the 1980s, when it won a Tony Award, died on Tuesday in Munich."
49780,"John E. Irving, 78, Canadian Who Built Empire on Lumber","John E. Irving, who helped turn his family's lumber business into Atlantic Canada's largest conglomerate, died Wednesday in St. John, New Brunswick."
54259,"William J. Block, Lawyer, 89","William J. Block, a retired Manhattan lawyer who specialized in product liability, died on Nov. 17 at the Martha's Vineyard Hospital in Oak Bluffs, Mass."
27821,"David Corcoran Dies; Ex-Drug Executive, 86","David M. Corcoran, president of the international division of Sterling Drug Inc., for 40 years before his retirement in 1973, died in his sleep on Thursday at his home in Waterville Valley, N.H., his family reported."
42859,"Sara Boutelle, Architectural Historian, 90","Sara Holmes Boutelle, an architectural historian who rediscovered Julia Morgan, one of the first female architects to achieve major success, died on Wednesday at the Dominican Hospital in Santa Cruz, Calif. She was 90."
40757,"James M. DuPont, Manufacturer, 79","James Maxime DuPont, founder and chairman of Thermoplastics Inc., a producer of plastic materials for automotive, textile and other products, died on Monday at his home in Watchung, N.J."
38824,"Milton S. Gelman, 70, A Writer of TV Shows","Milton S. Gelman, a writer and producer for television and film, died on Wednesday after complications from heart surgery at Sherman Oaks Community Hospital in Sherman Oaks, Calif., where he lived."
5677,"Mattityahu Peled, Israeli General, 72; Sought P.L.O. Talks","Mattityahu Peled, a former Israeli Army major general and member of Parliament who led initial Israeli efforts toward a peace accord with the Palestine Liberation Organization, died yesterday, the Israeli Embassy in Washington said."
44266,"John Guerin, 64, Popular Drummer","John Guerin, a drummer who helped found the jazz fusion band L. A."
7093,"Maurice Mound, Lawyer, 86","Maurice Mound, a founding partner of the law firm of Mound, Cotton & Wollan, died in Manhattan last Saturday."
47405,"Powers Boothe, 68, TV Actor Remembered for Dark Roles","Powers Boothe, an actor best known for playing dark characters on television shows like ''Deadwood'' and in movies like ''Sin City,'' died on Sunday at his home in Los Angeles."
43150,"Holly Harp, Fashion Designer Inspired by Hippies, Was 55","Holly Harp, the California designer who went from a Sunset Boulevard sensation to a darling of Fifth Avenue salons, died on Monday at Cedars Sinai Hospital in Los Angeles."
20040,"Bernard H. Breslauer, 86, Rare Book Dealer","Bernard H. Breslauer, a prominent New York rare book dealer and a leading collector of manuscript illuminations, died on Aug. 14 in Manhattan."
56869,FREDRIC T. KIRKAM JR. DIES; MEDICAL DIRECTOR OF TIME INC.,"Frederic Theodore Kirkham Jr., medical director of Time Inc., died Wednesday at his home in Manhattan."
28217,"J.T. Walsh, 54, Actor Known For Many Villainous Roles","J.T. Walsh, a skilled character actor known particularly for playing cowardly villains, died on Friday at Grossmont Hospital here."
5277,"Abdel-Latif Baghdadi, 81, Partner in Egypt's 1952 Coup","Abdel-Latif Baghdadi, an energetic Egyptian Air Force officer who helped Gamal Abdel Nasser oust Egypt's last sovereign, King Farouk, in 1952 and then held key posts in Nasser's Government, died late Friday."
41122,"Leo Steiner, 48, Owner of a Deli; Known for Wit","Leo Steiner, co-owner of the Carnegie Deli, who was renowned for his celebrated corned beef as well as his cornball kosher humor, died of complications from a brain tumor yesterday at Columbia-Presbyterian Medical Center in Manhattan."
50296,"Tom Mankiewicz, 68, Screenwriter","Tom Mankiewicz, a screenwriter who worked on ''Diamonds Are Forever,''''Live and Let Die'' and other James Bond films as well as the first two ''Superman'' movies, died on Saturday at his home here."
46585,"Ken Olsen, Who Built DEC Into a Power, Dies at 84","Ken Olsen, who helped reshape the computer industry as a founder of the Digital Equipment Corporation, at one time the world's second-largest computer company, died on Sunday."
6289,"Des Renford, 72, Channel Swimmer, Is Dead","Des Renford, who began marathon swimming at the age of 39 and went on to swim the English Channel in each of his 19 attempts, died of a heart attack on Dec. 31 while swimming in his local pool in Sydney, Australia."
37090,"Richard Gardner, 72, Dies; Cast Doubt on Abuse Claims","Dr. Richard A. Gardner, a psychiatrist and psychoanalyst who developed a theory about parental alienation syndrome, which he said could lead children in high-conflict custody cases to falsely accuse a parent of abuse, died on May 25 at his home in Tenafly, N.J."
25353,"Alan Thicke, Reassuring Father on 'Growing Pains,' Dies at 69","In addition to acting, Mr. Thicke was a singer and songwriter who composed theme songs for numerous game shows and sitcoms."
49768,"Anita Roberts, 64, Molecular Biologist Who Studied a Key Protein","Anita B. Roberts, a molecular biologist who made pioneering observations of a protein that is critical in healing wounds and bone fractures and that has a dual role in blocking or stimulating cancers, died on Friday at her home in Bethesda, Md."
55353,"JUDITH DUNN, 49; A DANCER, TEACHER, AND CHOREOGRAPHER","Judith Dunn, a modern dancer and choreographer who was one of the founders of the Judson Dance Theater, died of a brain tumor Friday at her home in Burlington, Vt. She was 49 years old."
11209,NICHOLAS PANAGAKOS,"Nicholas Panagakos of Glendale, Md., public affairs officer for space science in the National Aeronautics and Space Administration, died yesterday in Portland, Me."
58881,"Clara Leiser, Helper Of Young Refugees In War, Dies at 93","Clara Leiser, founder of Youth of All Nations, a nonprofit peace organization that grew out of her experience with refugee children in World War II, died on Saturday at her home in Manhattan."
19392,"Dave Beck, 99, Teamsters Chief, Convicted of Corruption, Is Dead","Dave Beck, one of the most powerful and outspoken labor leaders spanning the middle of this century and the first of a series of teamster presidents to go to prison in the 1960's, died on Sunday in Northwest Hospital in Seattle."
39137,PAUL B. ZUBER IS DEAD AT AGE 60; FOUGHT SEGREGATED SCHOOL SYSTEMS,"Paul B. Zuber, a lawyer who was a leading figure in court battles to desegregate several school systems in Northern cities in the early 1960's, died of a heart attack Friday at his home in Troy, N.Y."
16649,"Martin Perl, 87, Is Dead; Nobel-Winning Physicist","Martin Perl, who was awarded the 1995 Nobel Prize in Physics for discovering a new subatomic particle, one of the building blocks of the universe, died on Tuesday in Palo Alto, Calif."
33029,HENRY M. MARX,"Henry M. Marx, a former senior partner of the Manhattan law firm of Windels, Marx, Davies & Ives, died of a stroke Saturday at University Hospital."
8461,"Janet Akyuz Mattei, Astronomer, Dies at 61","Janet Akyuz Mattei, an astronomer who studied variable stars, ones that wink and twinkle like cosmic eccentrics, and helped coordinate an international fan club that kept track of them, died on March 22 at Peter Bent Brigham Hospital in Boston."
27919,"IGOR GOUZENKO, UNMASKED SPIES","Igor Gouzenko, a Soviet cipher clerk whose defection in 1945 helped to unmask Soviet efforts to crack Western atomic bomb secrets, has died, the police and his associates said today."
13825,"Philip Ernst, Marketing Consultant, 60","Philip Ernst, a marketing consultant and former marketing executive, died on Monday at his home in Darien, Conn."
35328,"T. W. Seelye, 84, Ambassador and Mideast Expert","Talcott W. Seelye, a former United States ambassador to Tunisia and Syria, died last Thursday at his home in Bethesda, Md."
11926,"Morgan Sparks, Bell Scientist, Dies at 91","Morgan Sparks, who made critical contributions to developing the second-generation transistor, which became a building block of modern electronic devices, died on Saturday at his daughter's home in Fullerton, Calif."
35866,"Robert Finigan, 68, Wine Critic With Wide Following","Robert Finigan, who with a self-published bimonthly newsletter in the 1970s became one of the earliest wine authorities to attract a national audience, died on Oct. 1 at his home in San Francisco."
28280,"Dong Kingman, 89, Whimsical Watercolorist","Dong Kingman, an American-born watercolorist known for humorously illustrational cityscapes, magazine covers and contributions to Hollywood films, died on Friday at his home in Manhattan."
58663,78,"Buddy Hackett, the streetwise comedian from Brooklyn with a face like a plate of mashed potatoes, died yesterday at his beach house in Malibu, Calif."
60115,"Alan F. Conwill, 67, A Lawyer and Official","Alan F. Conwill, a lawyer and former director of the division of corporate regulation of the Securities and Exchange Commission, died of heart failure in his sleep Monday during a trip to San Antonio, Tex."
57316,"Kermit Goell, 82, Songwriter","Kermit Goell, a songwriter, died on Thursday in Portland, Me."
29204,Sir Henry Tucker Dies at 82; Was First Leader of Bermuda,"Sir Henry Tucker, the first leader of Bermuda's Government, died Thursday night, his family said today."
25608,"William F. Storke, 73, Producer Of Acclaimed TV Dramas, Dies","William F. Storke, a producer of television drama whose programming was regarded as a cultural oasis in commercial television, died on Thursday at his home in Manhattan."
26250,"Rudolf F. Haffenreffer 3d, Industrialist, 88","Rudolf F. Haffenreffer 3d, an industrialist whose family controlled the Narragansett Brewing Company, died Sunday at his home in Bristol."
6419,JOHN J. MILLER,"Former Justice John J. Miller of the State Court of Appeal, the first black to become Assembly Democratic leader, died Saturday after a long illness."
60122,"Harold Leland Goodwin, Author, 75","Harold Leland Goodwin, an author who wrote science-adventure books for children and books about space exploration, died of cardiac arrest at his home on Sunday."
37328,David H. C. Read Dies at 91; Pastor to a Far-Flung Flock,"The Rev. Dr. David H. C. Read, who brought his Calvinist theology, a outspoken approach to contemporary issues and a showman's verve to the pulpit of one of New York City's most prominent churches, died on Sunday at his home in Manhattan."
9168,"Walter Zirpolo, 75, Ex-New Jersey Mayor","Walter Zirpolo, a former mayor of Woodbridge, N.J., who served 15 months in prison for bribery and conspiracy in an oil-pipeline scandal, died on Tuesday at Methodist Hospital in Houston."
44355,"Andrew Kuehn, 66, Innovator In the Movie Trailer Industry","Andrew J. Kuehn, a movie advertiser who helped revolutionize the motion-picture trailers played before films, died at his home here on Thursday."
51303,"John R. Branca, 86, an Advocate for Boxers","John R. Branca, a former legislator who worked to enhance the safety of fighters in the boxing ring as the chairman of the New York State Athletic Commission, died July 17 in Boca Raton, Fla."
24219,"Maurice Brigadier, 89, Lawyer and Teacher","Maurice C. Brigadier, a lawyer in New Jersey since 1923, when he also began to teach what became the state's prime bar review course, died on Friday at St. Vincent's Hospital in Manhattan."
46149,Linus C. Pauling Dies at 93; Twice Winner of Nobel Prize,"Linus C. Pauling, a brilliant chemist and an untiring political activist who received one Nobel Prize for chemistry and another for peace, died on Friday at his ranch in the Big Sur area of Northern California."
17618,"Stanley Kauffmann, Critic, Dies at 97; Spent a Half-Century at the Movies","Stanley Kauffmann, whose literate, tightly constructed movie reviews appeared in The New Republic for more than a half-century and set a standard for critical ease and erudition, died on Wednesday in Manhattan."
43221,"John Gundelfinger; Landscape Artist, 53","John Gundelfinger, a landscape artist and teacher, died on Jan. 23 at his home in Manhattan."
15686,"Glenn Presnell, 99, Star Back In the N.F.L. in the 1930's","Glenn Presnell, a star back in the National Football League during the 1930's with the Portsmouth (Ohio) Spartans and their successor franchise, the Detroit Lions, died Monday at a nursing home in Ironton, Ohio."
47265,"Vivian Malone Jones, 63, Dies; First Black Graduate of University of Alabama","Vivian Malone Jones, who on a blisteringly hot June day in 1963 became one of two black students to enroll at the University of Alabama after first being barred at the door by the defiant governor, George C. Wallace, died yesterday in Atlanta."
43402,"Alfred Terlizzi, 58, Chairman Of Capezio and Friend to Dance","Alfred Terlizzi, board chairman of Capezio/Ballet Makers and an unassuming friend to performers and other dance professionals, died on Feb. 8 at his home in Naples, Fla."
2224,"Robert Eisner, Steadfast Keynesian Economist, Dies at 76","Robert Eisner, former president of the American Economic Association and a staunch advocate of a view unpopular among an increasing number of academic economists that active Government spending is needed to achieve full employment and growth, died Wednesday at his home in Evanston, Ill."
18664,"Austin Hansen, Visual Chronicler of Harlem Life, Dies at 85","Austin Hansen, who chronicled the life of Harlem in thousands of photographs over six decades, died on Tuesday at the Veterans Affairs Medical Center on First Avenue and 23d Street in Manhattan."
45988,"Karlfried Nordmann, Ex-Mercedes Official","Karlfried Nordmann, former president of Mercedes-Benz of North America, died Wednesday at his Greenwich home."
58971,"Rev. H.H. Nichols, 76, Leader in Philadelphia","The Rev. Henry H. Nichols, a leading voice on education, civil rights and social issues in the 60's and 70's, died on Tuesday at his home in the Germantown area."
23683,"Elmer Ripley, Retired Coach","Elmer Horton Ripley, a member of the Basketball Hall of Fame, died yesterday in Doctor's Hospital on Staten Island."
50788,"John L. Thomas, 81, a Jesuit Sociologist and Family Expert","The Rev. John L. Thomas, a Jesuit sociologist, author and former writer in residence at Marquette University in Milwaukee, died Tuesday at St. Camillus Health Center in Milwaukee."
22936,"Reginald Rose, 81, TV Writer Noted for 'Twelve Angry Men'","Reginald Rose, the television playwright best known for writing and co-producing the movie ""Twelve Angry Men,"" died Friday at a hospital in Norwalk, Conn."
53758,Christopher Lee Is Dead at 93; Actor Breathed Life Into Nightmarish Villains,"Christopher Lee, the physically towering British movie actor who lent his distinguished good looks, Shakespearean voice and aristocratic presence to a gallery of villains, from a seductive Count Dracula to a dreaded wizard in ''The Lord of the Rings,'' died on Sunday in London."
11756,"Ludmilla Chiriaeff, 72, Founder Of Ballet Company in Montreal","Ludmilla Chiriaeff, the founder of Les Grands Ballets Canadiens of Montreal and a major force in Canadian dance, died on Sunday at a hospital in Montreal."
22275,"B. W. Honeycutt, Art Director, 40","oneycutt, art director for Details magazine, died on Thursday at his home in Manhattan."
54289,"Helene Johnson, Poet of Harlem, 89, Dies","Helene Johnson, one of the Harlem Renaissance poets who flourished in the 1920's, died on Friday at her home in Manhattan."
2157,"Sherwood Schwartz, 94, Creator of 'Gilligan,' Dies","Sherwood Schwartz, who created ''Gilligan's Island'' and ''The Brady Bunch,'' two of the most affectionately ridiculed and enduring television sitcoms of the 1960s and '70s, died on Tuesday in Los Angeles."
16963,"MICHAEL CODD, EX-POLICE COMMISSIONER, DIES","Michael J. Codd, who as Police Commissioner during New York City's fiscal crisis led a department troubled by thousands of layoffs, died yesterday at his home in Elmhurst, Queens."
36642,Robert N. Buck Dies at 93; Was Record-Setting Aviator,"Robert N. Buck, a distinguished pilot who in the 1930s crossed the continent at record speed, flew a light plane higher than anyone had done before and photographed ancient ruins of the Yucatan from the air for the first time -- all by the age of 20 -- died on April 14 in Berlin, Vt."
12967,"Ulla Jacobsson, 53, Actress In 'Summer of Happiness'","Ulla Jacobsson, a Swedish-born film and stage actress, died of bone cancer Aug. 22 in a hospital in Vienna."
58917,ROBERT MINDLIN,"Robert Mindlin, who wrote a column on New York politics and government that was syndicated in the Newhouse newspapers, died Friday at Memorial Sloan-Kettering Cancer Center."
48698,"Jarl Kulle, 70, Forceful Actor of Swedish Stage and Bergman Films","Jarl Kulle, one of Ingmar Bergman's favorite actors and a star of his 1982 film ""Fanny and Alexander,"" died on Friday at his home in Bergshamra, 30 miles north of Stockholm, the Swedish news agency TT reported."
23197,"Frank Coffin, 90, Chief Judge Of a Federal Appeals Court","Judge Frank M. Coffin, a former Maine congressman who served for 11 years as the chief judge of the federal appeals court that spans most of New England, died Dec. 7 in Portland, Me."
32201,"Peter G. La Haye Sr., 59, Developer of Sight-Improvement Devices","Peter G. La Haye Sr., a leader in developing technologies to help people see better, died Sunday when his private plane crashed in Pennsylvania on its way to New Jersey from Seattle."
2502,"Carroll L. Wainwright Jr., Estate Lawyer, 90, Dies; Stowed Away to Fame",He hid below deck until the boat was well out to sea -- too far out to return to port. Night had fallen.
60291,"Thomas F. Hennessy, Architect, 80","Thomas F. Hennessy, an architect in Manhattan for four decades, died on Tuesday in Palm Beach Gardens, Fla., where he lived in retirement."
39745,"Elena Obraztsova, 75, Jewel of the Bolshoi Opera, Is Dead","Elena Obraztsova, a mezzo-soprano who survived the siege of Leningrad to become one of the Soviet Union's greatest opera singers and an international star during the Cold War, died on Jan. 12 at a clinic in Germany."
55868,"Olga Jonasson, 72, Surgeon And a Role Model for Women","Dr. Olga Jonasson, a transplant surgeon and medical administrator who played an early and leading role in encouraging women to enter male-dominated surgical specialties, died on Aug. 30 in Chicago."
8400,"Dick Durrance, 89, Ski Racer","Dick Durrance, a pioneer American ski racer and a developer of ski areas like Sun Valley, Idaho, and Aspen, Colo., died Sunday at a nursing home in Carbondale, Colo."
50131,"M. L. Lawrence, Entrepreneur And Ambassador, Is Dead at 69","M. Larry Lawrence, who rose from poverty to become a wealthy entrepreneur and then Ambassador to Switzerland, died Tuesday in Bern at the age of 69."
8423,"Philip Vera Cruz, 89; Helped to Found Farm Worker Union","Philip Vera Cruz, who helped found the United Farm Workers union, died on Saturday at Mercy Hospital in Bakersfield, Calif., his hometown."
51131,ROY J. BENECCHI,"Roy J. Benecchi, board chairman of Aeronca Inc. of Middletown, Ohio, died Tuesday of a heart condition at Christ Hospital in Cincinnati."
605,"Oscar Dombrow, 86, New York Educator","Oscar Dombrow, a retired New York City educator who developed innovative school programs, died on Tuesday at Boca Raton Community Hospital in Florida."
54910,"Lyudmila Zykina, Folk Singer, 80","yudmila Zykina, who rose to stardom from the factory floor to become one of the Soviet Union's best-loved folk singers, died Wednesday in Moscow."
32770,"Daniel Bernian, 77; Led La Salle in 60's","Brother Daniel Bernian, former president of La Salle University in Philadelphia, died on Saturday at the Christian Brothers Nursing Home here."
3674,"John Moynahan, 73, Of Manhattan Project","John F. Moynahan, communications officer for the Manhattan Project during World War II and later an international public-relations consultant, died Tuesday at his home in Stamford, Conn."
10287,"Artur Balsam, a Pianist Known For Chamber Work, Dies at 88","Artur Balsam, a pianist best known as a chamber player and as an elegant accompanist for violinists and cellists, died yesterday at Mount Sinai Hospital."
18887,"William Gardner, 57, Producer and Director","William T. Gardner, the producing director of the Pittsburgh Public Theater for the last eight years, died on Friday at his home in Pittsburgh."
37025,"EDWARD SPARER, 55; LEGAL ADVOCATE FOR THE POOR","Edward V. Sparer, a professor at the University of Pennsylvania Law School who helped define and expand the legal rights of welfare recipients, died of a heart attack Tuesday at his summer home in Woodstock, N.Y."
41110,Howard L. Clark Dead at 84; Ex-Chief at American Express,"Howard L. Clark, a visionary executive who helped transform the American Express Company into a modern corporate giant, died on Friday at his home in Greenwich, Conn."
4729,"Thomas G. Gee, 69; Ex-U.S. Judge Ruled In Creationism Case","Thomas Gibbs Gee, a retired judge of the United States Court of Appeals for the Fifth Circuit, died on Tuesday at Methodist Hospital in Houston."
59048,"Cesar Chavez, 66, Organizer of Union For Migrants, Dies","Cesar Chavez, the migrant worker who emerged from the poverty of an agricultural valley in Arizona to found America's first successful union of farm workers, was found dead yesterday in San Luis, Ariz."
4659,"Walter Curley, Venture Capitalist and U.S. Ambassador, Dies at 93","Walter Curley, a venture capitalist who was the American ambassador to Ireland and France and New York City's official greeter under two mayors, died on June 2 in Manhattan."
29956,"Charlie Wagner, 93, a Red Sox Veteran","Charlie Wagner, who pitched for the Boston Red Sox in the 1930's and 40's and worked for the organization for 70 years, died early Thursday in his hometown, Reading, Pa., after attending a minor league game."
30126,"Johnny Roventini, 86, Bellhop Who Called for Phillip Morris","Johnny Roventini, the little Brooklyn-born bellhop with the big bell-clear voice whose ""Call for Phil-lip Mor-ris,"" delighted radio audiences in the 1930's and 40's and made the cigarette into a household name, died on Monday at a hospital in Suffern, N.Y."
10779,"Douglas T. Jacobson, a Hero of Iwo Jima, Is Dead at 74","Douglas T. Jacobson, who received the Medal of Honor as a Marine private for single-handedly storming enemy positions on Iwo Jima, an action resulting in the deaths of 75 Japanese soldiers, died Aug. 20 at a hospital in Port Charlotte, Fla."
13637,"Neill McAllister, 65; Towing Concern Head","Neill Alexander McAllister, a retired executive of McAllister Brothers, a marine towing and transportation company founded by his great grandfather, died on Tuesday at Memorial Sloan-Kettering Cancer Center in Manhattan."
4915,"Sam Jaffe, 98, Hollywood Agent; Represented the Icons of His Day","Sam Jaffe, the pre-eminent agent of his day and a producer credited with saving Paramount Studios from financial ruin in the 1920's, died on Jan. 10 at a hospital in Los Angeles."
54650,Clarence Hoiles Dead at 76; Freedom Newspapers Chief,"Clarence Harrison Hoiles, chairman of the board of Freedom Newspapers Inc., died Thursday after a brief illness."
50253,"Laszlo Varga, Cellist, Is Dead at 89","Laszlo Varga, a Hungarian-born musician and teacher who escaped a Nazi work camp to become principal cellist for the New York Philharmonic under the batons of Dimitri Mitropoulos and Leonard Bernstein, died on Dec. 11 at his home in Sarasota, Fla."
40254,C. Nicholas Miller Jr.,"C. Nicholas Miller Jr., a former governor of the New York Stock Exchange, died of cancer Friday at St. Mary's Hospital in West Palm Beach, Fla."
35829,"Greg Morris, 61, Television Actor","Greg Morris, who as the electronics expert on ""Mission: Impossible"" was one of the first black actors to star in a hit television show, died yesterday at his home in Las Vegas, Nev."
15712,"Gin Wong, Designer of Futuristic Buildings in Los Angeles, Dies at 94","Gin Wong, a Chinese-born architect whose modernist designs helped define the postwar landscape of Los Angeles in structures as diverse as a gas station, CBS Television City and Los Angeles International Airport, died on Sept. 1 in Beverly Hills."
32394,"Barbara Whitney, An Administrator And Educator, 56","Dr. Barbara Whitney, an expert in sex education and a leader in the battle against AIDS in New York City's public schools, died on Friday at a friend's home on Squam Lake, N.H. She was 56 and lived in Brooklyn."
57864,"Adam Osborne, 64, Dies; Was Pioneer of Portable PC","Adam Osborne, a British technical writer who became one of Silicon Valley's legends by introducing the first portable personal computer in 1981, died on March 18 in Kodiakanal, India."
12040,"Angami Phizo, 83; Fought for Secession In North India State","Angami Zapu Phizo, who fought for independence for the northeastern Indian state of Nagaland and was condemned to death in absentia, died in British exile on Monday, officials at the Indian High Commission said today."
58542,"Luther Henderson, 84; Arranged Broadway Music","Luther Henderson, a prolific arranger and conductor on Broadway whose deft touch in orchestrating jazz was prized by Duke Ellington, died on Tuesday at a hospice in Manhattan."
47991,"SHLOMO RAVITZ, AT 95, IN TEL AVIV; A COMPOSER AND DEAN OF CANTORS","Cantor Shlomo Ravitz, whose compositions for cantors and choirs are sung in synagogues all over the world, died early yesterday in Tel Aviv at the age of 95."
16446,"Jacob I. Hartstein, 80, Is Dead; A Leader of Yeshiva's Expansion","Jacob I. Hartstein, a leader in the expansion of Yeshiva College to a university and later the founding president of Kingsborough Community College in Brooklyn, died on Tuesday at his home in Manhattan."
28194,"Hoyt Wilhelm, First Reliever in the Hall of Fame, Dies","Hoyt Wilhelm, the first reliever elected to the Hall of Fame, the last man to throw a no-hitter against the Yankees and a pitcher of almost unequaled longevity in the major leagues, died Friday in Sarasota, Fla. His wife, Peggy, told The Associated Press that the cause of death was heart failure."
1505,"Bill Campbell, Coach to Technology Stars (Often for No Compensation), Dies at 75","Bill Campbell, one of the most influential background players in Silicon Valley, who was known as ''coach'' there for his work advising technology industry stars like Steve Jobs at Apple and Larry Page at Google, died on Monday at his home in Palo Alto, Calif."
8898,"Alexander Lindey, 85, Lawyer And an Author of Textbooks","Alexander Lindey, a lawyer and author of textbooks on copyright, censorship and plagiarism, died Tuesday at St. Clare's Hospital."
19113,"Theodore Mander, 64, Insurance Executive","Theodore Lionel Mander, an insurance company officer who was active in British-American affairs, died on Sunday."
44810,"Lee Hadley, 60, Half of a Beloved Writing Team","Lee Hadley, an Iowa State English professor who helped turn a collaborative pedagogical sendup into an acclaimed literary career as half of a writing team known to young readers as Hadley Irwin, died on Tuesday at her home in Madrid, Iowa."
45660,"JOHN DAVIS,92, HEAD OF LEGAL DEFENSE UNIT FOR BLACKS IN THE U.S.","Dr. John W. Davis, director of the NAACP Legal Defense and Educational Fund Inc., died Saturday at his home in Englewood, N.J."
29977,Pearl Bailey's Love Is Remembered at Her Funeral,"Pearl Bailey was remembered at her funeral today as an extraordinary entertainer and a woman who loved life and everyone she met. ''Pearl was love, pure and simple love,'' Cab Calloway said."
40348,"Rudolf Arnheim, 102, Psychologist and Scholar of Art and Ideas","Rudolf Arnheim, a distinguished psychologist, philosopher and critic whose work explored the cognitive basis of art -- how we interpret it and, by extension, the world -- died on Saturday at his home in Ann Arbor, Mich."
33554,"Louise W. Kahn, 85, Benefactor of Arts","Louise Wolff Kahn, a patron of the arts and education in Dallas and elsewhere, died on Monday in the Presbyterian Hospital of Dallas."
50556,"James S. Todd, 65, Surgeon Who Led Medical Association","Dr. James S. Todd, a New Jersey surgeon who was the executive vice president and chief executive officer of the American Medical Association from 1990 until he retired last year, died yesterday in Valley Hospital in Ridgewood, N.J."
45595,"Paul P. Gewirtz, 87, Music Publisher, Dies","Paul P. Gewirtz, a retired music-publishing executive, died on Saturday while vacationing in Satellite Beach, Fla."
41339,"Nancy Kelly, 73, Actress Noted In Hollywood and on Broadway","Nancy Kelly, an award-winning stage actress who also appeared in scores of films, died on Jan. 2 at her home in Bel Air, Calif. She was 73."
6557,"Wesley Rose, Music Publisher, 72","Wesley Rose, a music publisher and co-founder of the Country Music Hall of Fame, died Thursday."
46102,"Raymond Harris, 70, Geriatric Cardiologist","Dr. Raymond Harris, founder and first president of the Council on Geriatric Cardiology, died of stomach and liver cancer yesterday at his home in Albany."
56998,"Richard Kaplan, 60, Fashion Executive","Richard M. Kaplan, a leader in the Manhattan fashion industry, died on May 3 in Manhattan."
54156,"SIR JOHN BERTRAM ADAMS, 63; LED EUROPEAN ATOMIC CENTER","Sir John Bertram Adams, a particle physicist and former executive director general of the European Organization for Nuclear Research, died Saturday in Geneva."
18800,Laurence H. Burd Dead at 68; Former Washington Reporter,"Laurence H. Burd, a former Washington correspondent for The Chicago Tribune and The Los Angeles Times and a retired computer analyst for the Federal Reserve Board, died of cardiopulmonary arrest today at Suburban Hospital in Bethesda, Md."
2238,"Henry Saglio, 92, 'Father' of Poultry Industry","Henry Saglio, who helped make poultry the most popular meat in America when he slashed production costs by breeding a meatier bird that matured quickly and laid more eggs, died on Dec. 13 at a nursing home in Connecticut."
58438,"Jacques Levy, Who Directed 'Oh! Calcutta,' Dies at 69","Jacques Levy, an educator, a theater director and a lyricist whose Broadway credits include the musical ''Oh!"
40218,"Genevieve, 83, French Singer Who Mutilated English on TV","Genevieve, the French chanteuse best remembered for her unfailing ability to mangle the English language during regular appearances on Jack Paar's ''Tonight Show,'' died Sunday morning at her home in Los Angeles."
23561,"Aminda B. Wilkins, Welfare Official, 89","Aminda Badeau Wilkins, a retired welfare official and the widow of Roy Wilkins, longtime executive secretary of the National Association for the Advancement of Colored People, died on Saturday at New York University Medical Center."
6631,"Anthony M. Livoti, 81; Ex-State Court Justice","Anthony M. Livoti, a retired State Supreme Court justice in Queens, died Saturday of a heart attack at North Ridge Hospital in Pompano Beach, Fla. Mr. Livoti, who had been living in Pompano Beach for several years, was 81 years old."
40738,"Dr. Mary Bryan, Nutritionist And Ex-Columbia Professor","Dr. Mary De Garmo Bryan, a home economist and professor emeritus at Columbia University, died May 12 at Northwestern Memorial Hospital in Chicago."
52190,"Walter Sondheim Jr., 98, Leader in Baltimore Renewal","Walter Sondheim Jr., a longtime Baltimore civic leader who played crucial roles in desegregating the city's schools and redeveloping its downtown, died yesterday in Baltimore."
9548,"Buddy Ebsen, of 'The Beverly Hillbillies,' Is Dead at 95","Buddy Ebsen, a gangly and personable Ziegfeld song-and-dance man in the late 1920's who gained lasting fame on television as Davy Crockett's sidekick, a hillbilly in Beverly Hills and an aging private eye, died on Sunday in Torrance, Calif."
39970,"Max H. Seigel, 75, an Editor and Reporter","Max H. Seigel, a radio news editor and newspaper reporter for nearly half a century, died of lung cancer yesterday at University Hospital."
14576,"Gus Schirmer Jr., 73, a Director, Producer and Promoter of Theater","Gustave Schirmer 4th, a theatrical director, producer and agent, died on Wednesday at the Brotman Medical Center in Culver City, Calif."
27127,EMANUEL HAYT,"Emanuel Hayt, an expert in health-care law, died Friday of a heart attack at North Shore University Hospital in Manhasset, L.I."
