fn,date,lat,lon,cname
1496,Princeton University
1496,University of Rochester
1498,Princeton University
1498,University of South Carolina
1502,University of Scranton
1503,Columbia University
1503,University of Texas
1504,Open University
1504,University of Edinburgh
1507,University of Central Florida
1510,University of Rhode Island
1514,York University
1514,New York University
1514,York University
1516,American University
1516,American University
1516,Columbia University
1516,International College
1519,Columbia University
1519,University of Louisville
1520,Stanford University
1521,Princeton University
1523,Boston University
1523,Dartmouth College
1523,Tufts University
1525,Bryn Mawr College
1526,Columbia University
1526,Manhattan College
1529,Brown University
1533,Albany Law School
1534,Columbia College
1537,Dartmouth College
1539,Swarthmore College
1543,Columbia College
1543,Columbia University
1544,Johns Hopkins University
1545,University of Illinois
1546,Purdue University
1547,University of Notre Dame
1551,Columbia University
1551,Hofstra University
1553,University of Oregon
1554,Columbia University
1554,United States Military Academy
1555,Lincoln University
1555,Emory University
1558,Alfred University
1561,Piedmont College
1564,Amherst College
1565,American University
1565,Adelphi University
1565,American University
1565,Columbia University
1565,University of Chicago
1566,George Washington University
1570,York University
1570,Brooklyn Law School
1570,New York University
1570,York University
1571,Boston College
1574,California Institute of the Arts
1576,Massachusetts Institute of Technology
1578,Boston University
1578,Clark University
1581,Johnson C. Smith University
1581,Spelman College
1581,Stanford University
1584,Johns Hopkins University
1587,City University
1587,York University
1587,City University
1587,City University
1587,New York University
1587,York University
1591,Brandeis University
1591,University of Chicago
1591,Washington University in St. Louis
1594,Long Island University
1596,York University
1596,York University
1597,McGill University
1598,McGill University
1598,University of Toronto
1598,Norwich University
1599,Columbia University
1604,George Washington University
1604,West Virginia University
1606,Columbia University
1606,Harvard University
1606,Mount Holyoke College
1606,Smith College
1607,Columbia University
1608,Cornell University
1608,Northwestern University
1608,St. Olaf College
1608,Yale University
1612,Yale University
1615,Emory University
1619,DePaul University
1619,Salem College
1620,Harvard University
1620,University of Florida
1620,University of Texas
1621,Columbia University
1623,Columbia University
1625,Bucknell University
1627,McGill University
1631,United States Military Academy
1631,University of Mississippi
1632,Pennsylvania State University
1633,Skidmore College
1637,New York Law School
1637,Pace University
1639,University of Georgia
1640,University of Southern California
1641,Pennsylvania Academy of the Fine Arts
1644,George Washington University
1644,Howard University
1645,Princeton University
1648,Columbia University
1649,Columbia University
1649,Manhattan School of Music
1650,Dartmouth College
1652,Princeton University
1659,University of Aberdeen
1659,Yeshiva University
1662,University of San Francisco
1665,Duke University
1667,St. John's University
1667,Georgetown University
1667,St. John's University
1667,Institute of Finance
1668,Syracuse University
1669,York University
1669,New York University
1669,York University
1672,University of Washington
1676,Smith College
1676,University of Washington
1679,York University
1679,New York University
1679,York University
1680,Long Island University
1682,Eastern Michigan University
1685,University of Texas
1687,York University
1687,New York University
1687,Princeton University
1687,United States Naval Academy
1687,York University
1688,Columbia University
1688,Swarthmore College
1691,School of the Museum of Fine Arts
1693,Fordham University
1695,University of Manitoba
1696,Bennington College
1696,Ohio State University
1700,Wesleyan University
1701,Syracuse University
1701,"University of California, Berkeley"
1702,University of Montana
1704,Pomona College
1705,John Marshall Law School
1705,University of Illinois
1706,York University
1706,New York University
1706,York University
1709,Bennington College
1710,"University of California, Los Angeles"
1711,National University
1711,National University
1711,National University
1715,Cornell University
1715,Harvard University
1717,University of Scranton
1722,York University
1722,York University
1723,Harvard University
1724,Brandeis University
1724,Illinois Institute of Technology
1724,University of Illinois
1726,Columbia University
1726,Long Island University
1727,Princeton University
1731,Marlboro College
1734,University of Florida
1734,University of Texas
1734,University of Vermont
1736,Northwestern University
1737,York University
1737,Columbia University
1737,New York University
1737,York University
1738,Royal Military Academy
1743,Fordham University
1744,Purdue University
1745,Columbia University
1745,Earlham College
1745,Harvard University
1745,University of Pennsylvania
1748,Princeton University
1751,York University
1751,New York University
1751,York University
1752,Pratt Institute
1753,Union College
1754,Columbia University
1754,United States Military Academy
1756,Marquette University
1760,University of Chicago
1766,"University of California, Los Angeles"
1771,George Washington University
1771,Texas A&M University
1772,California Institute of Technology
1772,Stanford University
1772,Yale University
1775,Morehouse College
1775,University of Illinois
1779,University of Southern California
1780,St. John's University
1780,St. John's University
1781,Bennington College
1781,Sarah Lawrence College
1781,University of Iowa
1786,Ohio State University
1786,University of Miami
1787,Columbia College
1787,Dartmouth College
1789,York University
1789,Case Western Reserve University
1789,New York University
1789,York University
1793,Columbia University
1793,Harvard University
1795,Academy of Fine Arts
1806,Muhlenberg College
1806,University of Chicago
1806,Wittenberg University
1807,Tufts University
1809,"University of California, Berkeley"
1809,University of Oregon
1810,Michigan State University
1810,University of Texas
1811,Open University
1811,Yeshiva University
1813,University of Bristol
1814,University of Virginia
1815,Harvard University
1815,Roosevelt University
1815,University of Louisville
1816,Columbia University
1819,Colgate University
1822,Hamilton College
1825,Harvard University
1825,Stanford University
1828,University of Virginia
1830,George Washington University
1832,Columbia University
1832,Salem College
1833,York University
1833,York University
1835,Baylor University
1835,George Washington University
1837,York University
1837,New York University
1837,Sarah Lawrence College
1837,"University of California, Santa Cruz"
1837,York University
1839,Columbia University
1839,Georgetown University
1839,New York Medical College
1844,Princeton University
1846,City University
1846,City University
1846,City University
1846,Columbia University
1847,Massachusetts Institute of Technology
1847,University of Pennsylvania
1847,Yeshiva University
1848,United States Naval Academy
1855,Columbia University
1856,Stanford University
1857,Goucher College
1862,George Washington University
1865,Columbia University
1870,University of Chicago
1872,Columbia University
1876,Colgate University
1882,York University
1882,New York University
1882,York University
1883,Johns Hopkins University
1883,University of Baltimore
1884,University of Chicago
1887,Columbia University
1887,"University of California, Berkeley"
1889,Brooklyn Law School
1892,University of Pittsburgh
1892,Upper Iowa University
1893,California Institute of Technology
1895,University of Pennsylvania
1896,York University
1896,York University
1897,Columbia University
1898,Massachusetts Institute of Technology
1898,United States Naval Academy
1899,Columbia University
1899,University of Pittsburgh
1900,Princeton University
1902,Tufts University
1902,Yale University
1904,University of Iowa
1905,Holy Cross College
1906,Ithaca College
1907,Simmons College
1908,Oberlin College
1912,St. Peter's College
